hiperparam_ind_conv,problema,n_objetivos,indicador,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
IGD+,WFG3,5,igd,0.1875,0.2460938,0.3476562,0.1376953,0.1376953,0.3847656,0.2158203,0.6152344,0.8623047,,0.5390625
IGD+,WFG3,5,igd,0.1376953,0.1611328,0.2158203,0.08007812,0.06542969,0.2783203,0.1611328,0.2783203,0.5771484,0.5,
R2,WFG3,5,igd,,0.5390625,0.3125,0.5,0.5390625,0.4609375,0.1162109,0.1611328,0.3847656,0.2783203,0.1875
R2,WFG3,5,igd,0.5,,0.3273604,0.458256,0.458256,0.3897173,0.1875,0.3125,0.3476562,0.09667969,0.2460938
R2,WFG3,5,igd,0.7216797,0.6726396,,0.3429152,0.7499079,0.6939551,0.4294775,0.3476562,0.5771484,0.3476562,0.4609375
R2,WFG3,5,igd,0.5390625,0.541744,0.6570848,,0.9101438,0.7673956,0.2004071,0.5,0.6875,0.5771484,0.4609375
R2,WFG3,5,igd,0.5,0.541744,0.2500921,0.08985625,,0.5,0.04548447,0.1871297,0.4228516,0.4228516,0.3125
R2,WFG3,5,igd,0.5771484,0.6102827,0.3060449,0.2326044,0.5,,0.06900537,0.2877015,0.5,0.5390625,0.3476562
R2,WFG3,5,igd,0.9033203,0.8388672,0.5705225,0.7995929,0.9545155,0.9309946,,0.5671138,0.7539062,0.8388672,0.6875
R2,WFG3,5,igd,0.8623047,0.7216797,0.6875,0.5390625,0.8128703,0.7122985,0.4328862,,0.8009876,0.7539062,0.5390625
R2,WFG3,5,igd,0.6523438,0.6875,0.4609375,0.3476562,0.6152344,0.5390625,0.2783203,0.1990124,,0.6523438,0.1376953
R2,WFG3,5,igd,0.7539062,0.9199219,0.6875,0.4609375,0.6152344,0.5,0.1875,0.2783203,0.3847656,,0.1875
R2,WFG3,5,igd,0.8388672,0.7841797,0.5771484,0.5771484,0.7216797,0.6875,0.3476562,0.5,0.8837891,0.8388672,
IGD+,WFG3,5,igd+,,0.1875,0.9755859,0.4228516,0.9580078,0.9677734,0.7216797,0.9580078,0.9345703,0.9472656,0.9902344
IGD+,WFG3,5,igd+,0.8388672,,1.0,0.9199219,0.9990234,0.9902344,0.9580078,0.9970703,0.9931641,0.9970703,0.9951172
IGD+,WFG3,5,igd+,0.03222656,0.0009765625,,0.06542969,0.1875,0.2460938,0.09667969,0.5,0.5,0.3125,0.4609375
IGD+,WFG3,5,igd+,0.6152344,0.09667969,0.9472656,,0.8623047,0.9033203,0.6523438,0.9345703,0.9033203,0.9033203,0.9677734
IGD+,WFG3,5,igd+,0.05273438,0.001953125,0.8388672,0.1611328,,0.7539062,0.2783203,0.8623047,0.7841797,0.6875,0.8623047
IGD+,WFG3,5,igd+,0.04199219,0.01367188,0.7841797,0.1162109,0.2783203,,0.1611328,0.5390625,0.5,0.5390625,0.6152344
IGD+,WFG3,5,igd+,0.3125,0.05273438,0.9199219,0.3847656,0.7539062,0.8623047,,0.9199219,0.8388672,0.7841797,0.9199219
IGD+,WFG3,5,igd+,0.05273438,0.004882812,0.5390625,0.08007812,0.1611328,0.5,0.09667969,,0.4228516,0.6152344,0.5771484
IGD+,WFG3,5,igd+,0.08007812,0.009765625,0.5390625,0.1162109,0.2460938,0.5390625,0.1875,0.6152344,,0.4609375,0.8388672
IGD+,WFG3,5,igd+,0.06542969,0.004882812,0.7216797,0.1162109,0.3476562,0.5,0.2460938,0.4228516,0.5771484,,0.6875
IGD+,WFG3,5,igd+,0.01367188,0.006835938,0.5771484,0.04199219,0.1611328,0.4228516,0.09667969,0.4609375,0.1875,0.3476562,
R2,WFG3,5,igd+,,0.7539062,0.6523438,0.6523438,0.6152344,0.7539062,0.5,0.9033203,0.9345703,0.2783203,0.06542969
R2,WFG3,5,igd+,0.2783203,,0.3273604,0.458256,0.458256,0.7122985,0.6152344,0.7841797,0.8125,0.1611328,0.1162109
R2,WFG3,5,igd+,0.3847656,0.6726396,,0.7499079,0.7499079,0.8816382,0.7426651,0.9033203,0.8623047,0.1875,0.2158203
R2,WFG3,5,igd+,0.3847656,0.541744,0.2500921,,0.3273604,0.9279365,0.8365053,0.9580078,0.9199219,0.4228516,0.1162109
R2,WFG3,5,igd+,0.4228516,0.541744,0.2500921,0.6726396,,0.9455953,0.8816382,0.966842,0.9472656,0.4228516,0.1376953
R2,WFG3,5,igd+,0.2783203,0.2877015,0.1183618,0.07206352,0.05440472,,0.5536308,0.8365053,0.9199219,0.2158203,0.05273438
R2,WFG3,5,igd+,0.5390625,0.4228516,0.2573349,0.1634947,0.1183618,0.4463692,,0.8816382,0.8837891,0.3847656,0.1611328
R2,WFG3,5,igd+,0.1162109,0.2460938,0.1162109,0.05273438,0.03315802,0.1634947,0.1183618,,0.6323417,0.06542969,0.001953125
R2,WFG3,5,igd+,0.08007812,0.2158203,0.1611328,0.09667969,0.06542969,0.09667969,0.1376953,0.3676583,,0.03222656,0.009765625
R2,WFG3,5,igd+,0.7539062,0.8623047,0.8388672,0.6152344,0.6152344,0.8125,0.6523438,0.9472656,0.9755859,,0.1611328
R2,WFG3,5,igd+,0.9472656,0.9033203,0.8125,0.9033203,0.8837891,0.9580078,0.8623047,0.9990234,0.9931641,0.8623047,
IGD+,WFG3,5,r2,,0.1875,0.9580078,0.3476562,0.7841797,0.1162109,0.9199219,0.9199219,0.1875,0.8837891,0.2158203
IGD+,WFG3,5,r2,0.8388672,,0.9931641,0.6523438,0.8125,0.1611328,0.9345703,0.8837891,0.3476562,0.8623047,0.7216797
IGD+,WFG3,5,r2,0.05273438,0.009765625,,0.01367188,0.1875,0.03222656,0.1875,0.1376953,0.03222656,0.05273438,0.01855469
IGD+,WFG3,5,r2,0.6875,0.3847656,0.9902344,,0.9199219,0.3125,0.9199219,0.8388672,0.3125,0.9814453,0.5
IGD+,WFG3,5,r2,0.2460938,0.2158203,0.8388672,0.09667969,,0.004882812,0.5,0.4609375,0.08007812,0.5771484,0.1875
IGD+,WFG3,5,r2,0.9033203,0.8623047,0.9755859,0.7216797,0.9970703,,0.9755859,0.9033203,0.4228516,0.9345703,0.8125
IGD+,WFG3,5,r2,0.09667969,0.08007812,0.8388672,0.09667969,0.5390625,0.03222656,,0.4228516,0.01367188,0.6152344,0.09667969
IGD+,WFG3,5,r2,0.09667969,0.1376953,0.8837891,0.1875,0.5771484,0.1162109,0.6152344,,0.02441406,0.6152344,0.1162109
IGD+,WFG3,5,r2,0.8388672,0.6875,0.9755859,0.7216797,0.9345703,0.6152344,0.9902344,0.9814453,,0.9033203,0.7216797
IGD+,WFG3,5,r2,0.1376953,0.1611328,0.9580078,0.02441406,0.4609375,0.08007812,0.4228516,0.4228516,0.1162109,,0.09667969
IGD+,WFG3,5,r2,0.8125,0.3125,0.9863281,0.5390625,0.8388672,0.2158203,0.9199219,0.9033203,0.3125,0.9199219,
R2,WFG3,5,r2,,0.1162109,0.1611328,0.2460938,0.2460938,0.3847656,0.2460938,0.1875,0.2460938,0.3125,0.2460938
R2,WFG3,5,r2,0.9033203,,0.9101438,0.6234238,0.6234238,0.7580801,0.6152344,0.6875,0.6875,0.8837891,0.6875
R2,WFG3,5,r2,0.8623047,0.08985625,,0.3429152,0.3429152,0.5671138,0.3835484,0.4228516,0.4609375,0.6875,0.4228516
R2,WFG3,5,r2,0.7841797,0.3765762,0.6570848,,0.6726396,0.7673956,0.5556811,0.4228516,0.4228516,0.6523438,0.5771484
R2,WFG3,5,r2,0.7841797,0.3765762,0.6570848,0.3273604,,0.70351,0.5,0.4294775,0.3847656,0.5771484,0.5771484
R2,WFG3,5,r2,0.6523438,0.2419199,0.4328862,0.2326044,0.29649,,0.1726155,0.1313091,0.3125,0.4228516,0.5
R2,WFG3,5,r2,0.7841797,0.4228516,0.6164516,0.4443189,0.5,0.8273845,,0.1552472,0.3476562,0.6523438,0.5771484
R2,WFG3,5,r2,0.8388672,0.3476562,0.6152344,0.6152344,0.5705225,0.8686909,0.8447528,,0.3060449,0.7216797,0.6875
R2,WFG3,5,r2,0.7841797,0.3476562,0.5771484,0.6152344,0.6523438,0.7216797,0.6875,0.6939551,,0.7216797,0.5771484
R2,WFG3,5,r2,0.7216797,0.1376953,0.3476562,0.3847656,0.4609375,0.6152344,0.3847656,0.3125,0.3125,,0.3476562
R2,WFG3,5,r2,0.7841797,0.3476562,0.6152344,0.4609375,0.4609375,0.5390625,0.4609375,0.3476562,0.4609375,0.6875,
IGD+,WFG3,5,s-energy,,0.9755859,0.9980469,0.9990234,0.9677734,0.7216797,0.9863281,0.9472656,0.9902344,0.9677734,0.9951172
IGD+,WFG3,5,s-energy,0.03222656,,0.7841797,0.6875,0.8125,0.3476562,0.7216797,0.6152344,0.3847656,0.4228516,0.3476562
IGD+,WFG3,5,s-energy,0.002929688,0.2460938,,0.2460938,0.3125,0.1376953,0.3125,0.1875,0.08007812,0.1376953,0.1376953
IGD+,WFG3,5,s-energy,0.001953125,0.3476562,0.7841797,,0.5390625,0.1875,0.5,0.2783203,0.2158203,0.3125,0.1875
IGD+,WFG3,5,s-energy,0.04199219,0.2158203,0.7216797,0.5,,0.2460938,0.3847656,0.3125,0.3476562,0.2460938,0.3476562
IGD+,WFG3,5,s-energy,0.3125,0.6875,0.8837891,0.8388672,0.7841797,,0.7841797,0.6875,0.7539062,0.6523438,0.8388672
IGD+,WFG3,5,s-energy,0.01855469,0.3125,0.7216797,0.5390625,0.6523438,0.2460938,,0.2460938,0.2158203,0.2158203,0.2783203
IGD+,WFG3,5,s-energy,0.06542969,0.4228516,0.8388672,0.7539062,0.7216797,0.3476562,0.7841797,,0.3125,0.3847656,0.4228516
IGD+,WFG3,5,s-energy,0.01367188,0.6523438,0.9345703,0.8125,0.6875,0.2783203,0.8125,0.7216797,,0.5771484,0.7216797
IGD+,WFG3,5,s-energy,0.04199219,0.6152344,0.8837891,0.7216797,0.7841797,0.3847656,0.8125,0.6523438,0.4609375,,0.5390625
IGD+,WFG3,5,s-energy,0.006835938,0.6875,0.8837891,0.8388672,0.6875,0.1875,0.7539062,0.6152344,0.3125,0.5,
R2,WFG3,5,s-energy,,0.9033203,0.9472656,0.4609375,0.2783203,0.1875,0.3476562,0.8623047,0.9931641,0.9033203,0.8125
R2,WFG3,5,s-energy,0.1162109,,0.9101438,0.458256,0.2315355,0.2419199,0.3125,0.5390625,0.8388672,0.4228516,0.3847656
R2,WFG3,5,s-energy,0.06542969,0.08985625,,0.1726155,0.0398079,0.03148953,0.05487232,0.4228516,0.8125,0.3847656,0.3847656
R2,WFG3,5,s-energy,0.5771484,0.541744,0.8273845,,0.08985625,0.07206352,0.1634947,0.6152344,0.9677734,0.5390625,0.7539062
R2,WFG3,5,s-energy,0.7539062,0.7684645,0.9601921,0.9101438,,0.5,0.5,0.7793659,0.9677734,0.8125,0.8623047
R2,WFG3,5,s-energy,0.8388672,0.7580801,0.9685105,0.9279365,0.5,,0.6570848,0.8365053,0.9814453,0.8125,0.9033203
R2,WFG3,5,s-energy,0.6875,0.7216797,0.9451277,0.8365053,0.5,0.3429152,,0.7505189,0.9863281,0.8125,0.8388672
R2,WFG3,5,s-energy,0.1611328,0.5,0.6152344,0.4228516,0.2206341,0.1634947,0.2494811,,0.9910198,0.4609375,0.4228516
R2,WFG3,5,s-energy,0.009765625,0.1875,0.2158203,0.04199219,0.04199219,0.02441406,0.01855469,0.008980239,,0.05273438,0.08007812
R2,WFG3,5,s-energy,0.1162109,0.6152344,0.6523438,0.5,0.2158203,0.2158203,0.2158203,0.5771484,0.9580078,,0.2460938
R2,WFG3,5,s-energy,0.2158203,0.6523438,0.6523438,0.2783203,0.1611328,0.1162109,0.1875,0.6152344,0.9345703,0.7841797,
IGD+,WFG3,5,spd,,0.05273438,0.001953125,0.0009765625,0.03222656,0.2783203,0.02441406,0.1611328,0.08007812,0.04199219,0.08007812
IGD+,WFG3,5,spd,0.9580078,,0.3125,0.4228516,0.3476562,0.6523438,0.5705838,0.5390625,0.5771484,0.4228516,0.6523438
IGD+,WFG3,5,spd,0.9990234,0.7216797,,0.7216797,0.5390625,0.9199219,0.6523438,0.8388672,0.8388672,0.6523438,0.9345703
IGD+,WFG3,5,spd,1.0,0.6152344,0.3125,,0.4609375,0.7539062,0.7216797,0.8128703,0.8388672,0.5,0.8125
IGD+,WFG3,5,spd,0.9755859,0.6875,0.5390625,0.5771484,,0.7841797,0.6152344,0.8388672,0.7216797,0.5390625,0.7216797
IGD+,WFG3,5,spd,0.7539062,0.3847656,0.09667969,0.2783203,0.2460938,,0.2783203,0.3847656,0.4228516,0.3476562,0.1875
IGD+,WFG3,5,spd,0.9814453,0.4294162,0.3847656,0.3125,0.4228516,0.7539062,,0.6152344,0.8837891,0.3476562,0.6523438
IGD+,WFG3,5,spd,0.8623047,0.5,0.2158203,0.1871297,0.1875,0.6875,0.4228516,,0.6152344,0.5390625,0.6152344
IGD+,WFG3,5,spd,0.9472656,0.5,0.1875,0.1875,0.3125,0.6152344,0.1376953,0.4228516,,0.3476562,0.4228516
IGD+,WFG3,5,spd,0.9677734,0.6152344,0.3847656,0.5390625,0.5,0.6875,0.6875,0.5390625,0.6875,,0.7841797
IGD+,WFG3,5,spd,0.9345703,0.3847656,0.08007812,0.2158203,0.3125,0.8388672,0.3847656,0.4228516,0.6152344,0.2460938,
R2,WFG3,5,spd,,0.3125,0.3847656,0.7216797,0.6875,0.6523438,0.5390625,0.5,0.09667969,0.5,0.7216797
R2,WFG3,5,spd,0.7216797,,0.3273604,0.541744,0.6234238,0.662788,0.4609375,0.6523438,0.2460938,0.5,0.8623047
R2,WFG3,5,spd,0.6523438,0.6726396,,0.8273845,0.8875421,0.8447528,0.5705225,0.6875,0.3125,0.6523438,0.8623047
R2,WFG3,5,spd,0.3125,0.458256,0.1726155,,0.6726396,0.5,0.2877015,0.4228516,0.1611328,0.5771484,0.5390625
R2,WFG3,5,spd,0.3476562,0.3765762,0.1124579,0.3273604,,0.5,0.1552472,0.2206341,0.08007812,0.4228516,0.5390625
R2,WFG3,5,spd,0.3847656,0.337212,0.1552472,0.5,0.5,,0.1726155,0.2419199,0.05273438,0.4228516,0.6152344
R2,WFG3,5,spd,0.5,0.5771484,0.4294775,0.7122985,0.8447528,0.8273845,,0.4328862,0.06542969,0.5,0.7841797
R2,WFG3,5,spd,0.5390625,0.3847656,0.3476562,0.6152344,0.7793659,0.7580801,0.5671138,,0.06409509,0.4609375,0.7216797
R2,WFG3,5,spd,0.9199219,0.7841797,0.7216797,0.8623047,0.9345703,0.9580078,0.9472656,0.9359049,,0.9472656,0.9580078
R2,WFG3,5,spd,0.5390625,0.5390625,0.3847656,0.4609375,0.6152344,0.6152344,0.5390625,0.5771484,0.06542969,,0.6152344
R2,WFG3,5,spd,0.3125,0.1611328,0.1611328,0.5,0.5,0.4228516,0.2460938,0.3125,0.05273438,0.4228516,
IGD+,WFG4,5,eps+,,0.9580078,0.7539062,0.9814453,0.9951172,0.9951172,0.6875,0.9755859,0.9863281,0.9814453,0.9677734
IGD+,WFG4,5,eps+,0.05273438,,0.5390625,0.8388672,0.9580078,0.8837891,0.3125,0.8125,0.9755859,0.7841797,0.8125
IGD+,WFG4,5,eps+,0.2783203,0.5,,0.8623047,0.9033203,0.9472656,0.5,0.9033203,0.9580078,0.8837891,0.8837891
IGD+,WFG4,5,eps+,0.02441406,0.1875,0.1611328,,0.5,0.4228516,0.09667969,0.3847656,0.7216797,0.4609375,0.2158203
IGD+,WFG4,5,eps+,0.006835938,0.05273438,0.1162109,0.5390625,,0.3476562,0.03222656,0.2460938,0.8388672,0.2783203,0.1875
IGD+,WFG4,5,eps+,0.006835938,0.1376953,0.06542969,0.6152344,0.6875,,0.04199219,0.4609375,0.6875,0.4228516,0.3476562
IGD+,WFG4,5,eps+,0.3476562,0.7216797,0.5390625,0.9199219,0.9755859,0.9677734,,0.9345703,0.9472656,0.8837891,0.9472656
IGD+,WFG4,5,eps+,0.03222656,0.2158203,0.1162109,0.6523438,0.7841797,0.5771484,0.08007812,,0.8837891,0.5,0.3476562
IGD+,WFG4,5,eps+,0.01855469,0.03222656,0.05273438,0.3125,0.1875,0.3476562,0.06542969,0.1376953,,0.2460938,0.2158203
IGD+,WFG4,5,eps+,0.02441406,0.2460938,0.1376953,0.5771484,0.7539062,0.6152344,0.1376953,0.5390625,0.7841797,,0.3476562
IGD+,WFG4,5,eps+,0.04199219,0.2158203,0.1376953,0.8125,0.8388672,0.6875,0.06542969,0.6875,0.8125,0.6875,
R2,WFG4,5,eps+,,0.9309946,0.5536308,0.5536308,0.5536308,0.5536308,0.5536308,0.3429152,0.6570848,0.5,0.1425247
R2,WFG4,5,eps+,0.06900537,,0.1586553,0.1586553,0.1586553,0.1586553,0.1586553,0.08985625,0.08985625,0.05440472,0.03736775
R2,WFG4,5,eps+,0.4463692,0.8413447,,,,,,0.1586553,0.3273604,0.29649,0.2315355
R2,WFG4,5,eps+,0.4463692,0.8413447,,,,,,0.1586553,0.3273604,0.29649,0.2315355
R2,WFG4,5,eps+,0.4463692,0.8413447,,,,,,0.1586553,0.3273604,0.29649,0.2315355
R2,WFG4,5,eps+,0.4463692,0.8413447,,,,,,0.1586553,0.3273604,0.29649,0.2315355
R2,WFG4,5,eps+,0.4463692,0.8413447,,,,,,0.1586553,0.3273604,0.29649,0.2315355
R2,WFG4,5,eps+,0.6570848,0.9101438,0.8413447,0.8413447,0.8413447,0.8413447,0.8413447,,0.8413447,0.5,0.3765762
R2,WFG4,5,eps+,0.3429152,0.9101438,0.6726396,0.6726396,0.6726396,0.6726396,0.6726396,0.1586553,,0.1425247,0.1244319
R2,WFG4,5,eps+,0.5,0.9455953,0.70351,0.70351,0.70351,0.70351,0.70351,0.5,0.8574753,,0.3575003
R2,WFG4,5,eps+,0.8574753,0.9626323,0.7684645,0.7684645,0.7684645,0.7684645,0.7684645,0.6234238,0.8755681,0.6424997,
IGD+,WFG4,5,hv,,0.9970703,0.9970703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,WFG4,5,hv,0.004882812,,0.7841797,0.8837891,0.9980469,0.9990234,0.9902344,0.9345703,0.9951172,1.0,0.9677734
IGD+,WFG4,5,hv,0.004882812,0.2460938,,0.8388672,0.9980469,0.9990234,0.9990234,0.9472656,0.9931641,0.9931641,0.9902344
IGD+,WFG4,5,hv,0.0009765625,0.1376953,0.1875,,0.9902344,1.0,0.9951172,0.8388672,0.8837891,0.9677734,0.9677734
IGD+,WFG4,5,hv,0.0009765625,0.002929688,0.002929688,0.01367188,,0.9033203,0.5390625,0.1376953,0.2460938,0.3476562,0.2460938
IGD+,WFG4,5,hv,0.0009765625,0.001953125,0.001953125,0.0009765625,0.1162109,,0.1162109,0.002929688,0.05273438,0.03222656,0.05273438
IGD+,WFG4,5,hv,0.0009765625,0.01367188,0.001953125,0.006835938,0.5,0.9033203,,0.05273438,0.3847656,0.08007812,0.1875
IGD+,WFG4,5,hv,0.0009765625,0.08007812,0.06542969,0.1875,0.8837891,0.9980469,0.9580078,,0.7841797,0.8837891,0.8388672
IGD+,WFG4,5,hv,0.0009765625,0.006835938,0.009765625,0.1376953,0.7841797,0.9580078,0.6523438,0.2460938,,0.6875,0.5390625
IGD+,WFG4,5,hv,0.0009765625,0.0009765625,0.009765625,0.04199219,0.6875,0.9755859,0.9345703,0.1376953,0.3476562,,0.4228516
IGD+,WFG4,5,hv,0.0009765625,0.04199219,0.01367188,0.04199219,0.7841797,0.9580078,0.8388672,0.1875,0.5,0.6152344,
R2,WFG4,5,hv,,0.8875421,0.8875421,0.8875421,0.8875421,0.8875421,0.8875421,0.8875421,0.8273845,0.29649,0.70351
R2,WFG4,5,hv,0.1124579,,0.1586553,0.1586553,0.1586553,0.1586553,0.1586553,0.08985625,0.08985625,0.05440472,0.08647746
R2,WFG4,5,hv,0.1124579,0.8413447,,,,,,0.1586553,0.08985625,0.05440472,0.08647746
R2,WFG4,5,hv,0.1124579,0.8413447,,,,,,0.1586553,0.08985625,0.05440472,0.08647746
R2,WFG4,5,hv,0.1124579,0.8413447,,,,,,0.1586553,0.08985625,0.05440472,0.08647746
R2,WFG4,5,hv,0.1124579,0.8413447,,,,,,0.1586553,0.08985625,0.05440472,0.08647746
R2,WFG4,5,hv,0.1124579,0.8413447,,,,,,0.1586553,0.08985625,0.05440472,0.08647746
R2,WFG4,5,hv,0.1124579,0.9101438,0.8413447,0.8413447,0.8413447,0.8413447,0.8413447,,0.1586553,0.05440472,0.1244319
R2,WFG4,5,hv,0.1726155,0.9101438,0.9101438,0.9101438,0.9101438,0.9101438,0.9101438,0.8413447,,0.05440472,0.1244319
R2,WFG4,5,hv,0.70351,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,,0.5
R2,WFG4,5,hv,0.29649,0.9135225,0.9135225,0.9135225,0.9135225,0.9135225,0.9135225,0.8755681,0.8755681,0.5,
IGD+,WFG4,5,igd,,0.7539062,0.6523438,0.5,0.9472656,0.5,0.8125,0.9580078,0.9814453,0.9863281,0.7539062
IGD+,WFG4,5,igd,0.2783203,,0.5,0.4609375,0.8125,0.2460938,0.6523438,0.8125,0.9472656,0.7841797,0.6523438
IGD+,WFG4,5,igd,0.3847656,0.5390625,,0.4228516,0.8623047,0.4228516,0.6523438,0.9199219,0.9199219,0.8837891,0.5390625
IGD+,WFG4,5,igd,0.5390625,0.5771484,0.6152344,,0.8837891,0.4228516,0.7841797,0.8837891,0.8388672,0.9199219,0.6875
IGD+,WFG4,5,igd,0.06542969,0.2158203,0.1611328,0.1376953,,0.1376953,0.5771484,0.5390625,0.6875,0.2783203,0.3847656
IGD+,WFG4,5,igd,0.5390625,0.7841797,0.6152344,0.6152344,0.8837891,,0.8837891,0.9931641,0.9580078,0.9755859,0.6875
IGD+,WFG4,5,igd,0.2158203,0.3847656,0.3847656,0.2460938,0.4609375,0.1376953,,0.8623047,0.6875,0.8125,0.4228516
IGD+,WFG4,5,igd,0.05273438,0.2158203,0.09667969,0.1376953,0.5,0.009765625,0.1611328,,0.5390625,0.6152344,0.08007812
IGD+,WFG4,5,igd,0.02441406,0.06542969,0.09667969,0.1875,0.3476562,0.05273438,0.3476562,0.5,,0.3476562,0.2783203
IGD+,WFG4,5,igd,0.01855469,0.2460938,0.1376953,0.09667969,0.7539062,0.03222656,0.2158203,0.4228516,0.6875,,0.1611328
IGD+,WFG4,5,igd,0.2783203,0.3847656,0.5,0.3476562,0.6523438,0.3476562,0.6152344,0.9345703,0.7539062,0.8623047,
R2,WFG4,5,igd,,0.1124579,0.1726155,0.1726155,0.1726155,0.1726155,0.1726155,0.1726155,0.06900537,0.1425247,0.5
R2,WFG4,5,igd,0.8875421,,0.8413447,0.8413447,0.8413447,0.8413447,0.8413447,0.3273604,0.08985625,0.5,0.6999103
R2,WFG4,5,igd,0.8273845,0.1586553,,,,,,0.1586553,0.08985625,0.5,0.6234238
R2,WFG4,5,igd,0.8273845,0.1586553,,,,,,0.1586553,0.08985625,0.5,0.6234238
R2,WFG4,5,igd,0.8273845,0.1586553,,,,,,0.1586553,0.08985625,0.5,0.6234238
R2,WFG4,5,igd,0.8273845,0.1586553,,,,,,0.1586553,0.08985625,0.5,0.6234238
R2,WFG4,5,igd,0.8273845,0.1586553,,,,,,0.1586553,0.08985625,0.5,0.6234238
R2,WFG4,5,igd,0.8273845,0.6726396,0.8413447,0.8413447,0.8413447,0.8413447,0.8413447,,0.1586553,0.5,0.6234238
R2,WFG4,5,igd,0.9309946,0.9101438,0.9101438,0.9101438,0.9101438,0.9101438,0.9101438,0.8413447,,0.70351,0.7684645
R2,WFG4,5,igd,0.8574753,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.29649,,0.6424997
R2,WFG4,5,igd,0.5,0.3000897,0.3765762,0.3765762,0.3765762,0.3765762,0.3765762,0.3765762,0.2315355,0.3575003,
IGD+,WFG4,5,igd+,,0.9980469,0.9990234,0.9990234,1.0,1.0,1.0,0.9990234,1.0,1.0,1.0
IGD+,WFG4,5,igd+,0.002929688,,0.9472656,0.8837891,0.9902344,1.0,0.9814453,0.9902344,0.9990234,0.9990234,0.9970703
IGD+,WFG4,5,igd+,0.001953125,0.06542969,,0.7216797,0.9970703,0.9951172,0.9931641,0.9814453,1.0,0.9931641,1.0
IGD+,WFG4,5,igd+,0.001953125,0.1376953,0.3125,,0.9931641,0.9980469,0.9970703,0.9814453,0.9863281,0.9951172,1.0
IGD+,WFG4,5,igd+,0.0009765625,0.01367188,0.004882812,0.009765625,,0.7841797,0.4228516,0.2783203,0.9580078,0.5,0.7216797
IGD+,WFG4,5,igd+,0.0009765625,0.0009765625,0.006835938,0.002929688,0.2460938,,0.2158203,0.08007812,0.3847656,0.1376953,0.2158203
IGD+,WFG4,5,igd+,0.0009765625,0.02441406,0.009765625,0.004882812,0.6152344,0.8125,,0.1875,0.7216797,0.4609375,0.8125
IGD+,WFG4,5,igd+,0.001953125,0.01367188,0.02441406,0.02441406,0.7539062,0.9345703,0.8388672,,0.9580078,0.8837891,0.9677734
IGD+,WFG4,5,igd+,0.0009765625,0.001953125,0.0009765625,0.01855469,0.05273438,0.6523438,0.3125,0.05273438,,0.1875,0.2783203
IGD+,WFG4,5,igd+,0.0009765625,0.001953125,0.009765625,0.006835938,0.5390625,0.8837891,0.5771484,0.1376953,0.8388672,,0.7216797
IGD+,WFG4,5,igd+,0.0009765625,0.004882812,0.0009765625,0.0009765625,0.3125,0.8125,0.2158203,0.04199219,0.7539062,0.3125,
R2,WFG4,5,igd+,,0.7499079,0.7499079,0.7499079,0.7499079,0.7499079,0.7499079,0.5536308,0.5536308,0.1425247,0.05440472
R2,WFG4,5,igd+,0.2500921,,0.1586553,0.1586553,0.1586553,0.1586553,0.1586553,0.08985625,0.08985625,0.05440472,0.03736775
R2,WFG4,5,igd+,0.2500921,0.8413447,,,,,,0.1586553,0.3273604,0.05440472,0.03736775
R2,WFG4,5,igd+,0.2500921,0.8413447,,,,,,0.1586553,0.3273604,0.05440472,0.03736775
R2,WFG4,5,igd+,0.2500921,0.8413447,,,,,,0.1586553,0.3273604,0.05440472,0.03736775
R2,WFG4,5,igd+,0.2500921,0.8413447,,,,,,0.1586553,0.3273604,0.05440472,0.03736775
R2,WFG4,5,igd+,0.2500921,0.8413447,,,,,,0.1586553,0.3273604,0.05440472,0.03736775
R2,WFG4,5,igd+,0.4463692,0.9101438,0.8413447,0.8413447,0.8413447,0.8413447,0.8413447,,0.8413447,0.05440472,0.1727238
R2,WFG4,5,igd+,0.4463692,0.9101438,0.6726396,0.6726396,0.6726396,0.6726396,0.6726396,0.1586553,,0.05440472,0.1727238
R2,WFG4,5,igd+,0.8574753,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,0.9455953,,0.5
R2,WFG4,5,igd+,0.9455953,0.9626323,0.9626323,0.9626323,0.9626323,0.9626323,0.9626323,0.8272762,0.8272762,0.5,
IGD+,WFG4,5,r2,,0.1611328,0.2460938,0.08007812,0.1611328,0.02441406,0.004882812,0.03222656,0.2158203,0.06542969,0.3125
IGD+,WFG4,5,r2,0.8623047,,0.6523438,0.2783203,0.4609375,0.1875,0.2158203,0.1162109,0.4609375,0.3125,0.5390625
IGD+,WFG4,5,r2,0.7841797,0.3847656,,0.1611328,0.6152344,0.1875,0.1611328,0.08007812,0.3847656,0.3125,0.5
IGD+,WFG4,5,r2,0.9345703,0.7539062,0.8623047,,0.7539062,0.3847656,0.4609375,0.2158203,0.6523438,0.5771484,0.6152344
IGD+,WFG4,5,r2,0.8623047,0.5771484,0.4228516,0.2783203,,0.4609375,0.3125,0.1162109,0.4609375,0.2783203,0.5771484
