hiperparam_ind_conv,problema,n_objetivos,indicador,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
R2,WFG2,5,eps+,0.05273438,0.6523438,0.3847656,0.7216797,0.7539062,0.4609375,0.8125,0.7841797,,0.6875,0.9951172
R2,WFG2,5,eps+,0.09667969,0.4228516,0.06542969,0.6152344,0.4609375,0.1611328,0.4609375,0.6523438,0.3476562,,0.9863281
R2,WFG2,5,eps+,0.002929688,0.004882812,0.0009765625,0.04199219,0.006835938,0.0009765625,0.03222656,0.01855469,0.006835938,0.01855469,
IGD+,WFG2,5,hv,,0.8388672,0.6523438,0.9814453,0.8388672,0.6152344,0.4609375,0.8388672,0.5,0.4609375,0.5771484
IGD+,WFG2,5,hv,0.1875,,0.3476562,0.9199219,0.6152344,0.5390625,0.4228516,0.5,0.09667969,0.08007812,0.2158203
IGD+,WFG2,5,hv,0.3847656,0.6875,,0.7539062,0.6152344,0.6152344,0.5390625,0.5771484,0.1376953,0.1376953,0.2783203
IGD+,WFG2,5,hv,0.02441406,0.09667969,0.2783203,,0.1376953,0.1376953,0.09667969,0.1376953,0.006835938,0.03222656,0.06542969
IGD+,WFG2,5,hv,0.1875,0.4228516,0.4228516,0.8837891,,0.2460938,0.2460938,0.3125,0.03222656,0.09667969,0.2783203
IGD+,WFG2,5,hv,0.4228516,0.5,0.4228516,0.8837891,0.7841797,,0.6152344,0.6152344,0.1611328,0.3476562,0.3476562
IGD+,WFG2,5,hv,0.5771484,0.6152344,0.5,0.9199219,0.7841797,0.4228516,,0.5771484,0.5771484,0.4228516,0.5
IGD+,WFG2,5,hv,0.1875,0.5390625,0.4609375,0.8837891,0.7216797,0.4228516,0.4609375,,0.1162109,0.1611328,0.3125
IGD+,WFG2,5,hv,0.5390625,0.9199219,0.8837891,0.9951172,0.9755859,0.8623047,0.4609375,0.9033203,,0.3847656,0.6523438
IGD+,WFG2,5,hv,0.5771484,0.9345703,0.8837891,0.9755859,0.9199219,0.6875,0.6152344,0.8623047,0.6523438,,0.6523438
IGD+,WFG2,5,hv,0.4609375,0.8125,0.7539062,0.9472656,0.7539062,0.6875,0.5390625,0.7216797,0.3847656,0.3847656,
R2,WFG2,5,hv,,0.8623047,0.8623047,0.9970703,0.9970703,0.9677734,0.9931641,0.9863281,0.9814453,0.8623047,0.9990234
R2,WFG2,5,hv,0.1611328,,0.3897173,0.8388672,0.6523438,0.4228516,0.4228516,0.6152344,0.5390625,0.2783203,0.9472656
R2,WFG2,5,hv,0.1611328,0.6102827,,0.9570845,0.9451277,0.5,0.6152344,0.7216797,0.8388672,0.4228516,0.9755859
R2,WFG2,5,hv,0.004882812,0.1875,0.04291548,,0.1037892,0.08007812,0.08007812,0.3847656,0.3476562,0.06542969,0.6152344
R2,WFG2,5,hv,0.004882812,0.3847656,0.05487232,0.8962108,,0.3847656,0.3125,0.6152344,0.5771484,0.1162109,0.8125
R2,WFG2,5,hv,0.04199219,0.6152344,0.5390625,0.9345703,0.6523438,,0.6607988,0.6875,0.5390625,0.3125,0.9755859
R2,WFG2,5,hv,0.009765625,0.6152344,0.4228516,0.9345703,0.7216797,0.3392012,,0.7539062,0.7216797,0.3476562,0.9472656
R2,WFG2,5,hv,0.01855469,0.4228516,0.3125,0.6523438,0.4228516,0.3476562,0.2783203,,0.5,0.2783203,0.8623047
R2,WFG2,5,hv,0.02441406,0.5,0.1875,0.6875,0.4609375,0.5,0.3125,0.5390625,,0.1376953,0.9755859
R2,WFG2,5,hv,0.1611328,0.7539062,0.6152344,0.9472656,0.9033203,0.7216797,0.6875,0.7539062,0.8837891,,0.9931641
R2,WFG2,5,hv,0.001953125,0.06542969,0.03222656,0.4228516,0.2158203,0.03222656,0.06542969,0.1611328,0.03222656,0.009765625,
IGD+,WFG2,5,igd,,0.6152344,0.2783203,0.7539062,0.9814453,0.3847656,0.7216797,0.9199219,0.3125,0.8388672,0.9033203
IGD+,WFG2,5,igd,0.4228516,,0.08007812,0.6875,0.9677734,0.5390625,0.8388672,0.7841797,0.2783203,0.7539062,0.7216797
IGD+,WFG2,5,igd,0.7539062,0.9345703,,0.9472656,0.9902344,0.8837891,0.9033203,0.9755859,0.7539062,0.9345703,0.9033203
IGD+,WFG2,5,igd,0.2783203,0.3476562,0.06542969,,0.9902344,0.1875,0.5390625,0.6152344,0.09667969,0.5771484,0.4609375
IGD+,WFG2,5,igd,0.02441406,0.04199219,0.01367188,0.01367188,,0.05273438,0.3125,0.2158203,0.02441406,0.08007812,0.3125
IGD+,WFG2,5,igd,0.6523438,0.5,0.1376953,0.8388672,0.9580078,,0.6523438,0.7841797,0.2783203,0.7216797,0.8125
IGD+,WFG2,5,igd,0.3125,0.1875,0.1162109,0.5,0.7216797,0.3847656,,0.6875,0.1162109,0.4609375,0.4609375
IGD+,WFG2,5,igd,0.09667969,0.2460938,0.03222656,0.4228516,0.8125,0.2460938,0.3476562,,0.02441406,0.2158203,0.3476562
IGD+,WFG2,5,igd,0.7216797,0.7539062,0.2783203,0.9199219,0.9814453,0.7539062,0.9033203,0.9814453,,0.8388672,0.9345703
IGD+,WFG2,5,igd,0.1875,0.2783203,0.08007812,0.4609375,0.9345703,0.3125,0.5771484,0.8125,0.1875,,0.6152344
IGD+,WFG2,5,igd,0.1162109,0.3125,0.1162109,0.5771484,0.7216797,0.2158203,0.5771484,0.6875,0.08007812,0.4228516,
R2,WFG2,5,igd,,0.8623047,0.8125,0.9814453,0.9755859,0.8125,0.7539062,0.6152344,0.9580078,0.9863281,0.9951172
R2,WFG2,5,igd,0.1611328,,0.2877015,0.8837891,0.8125,0.6875,0.4228516,0.4228516,0.7539062,0.6875,0.9902344
R2,WFG2,5,igd,0.2158203,0.7122985,,0.9570845,0.8932378,0.8388672,0.7539062,0.5390625,0.8388672,0.8125,0.9902344
R2,WFG2,5,igd,0.02441406,0.1376953,0.04291548,,0.5,0.09667969,0.09667969,0.08007812,0.5771484,0.4228516,0.7216797
R2,WFG2,5,igd,0.03222656,0.2158203,0.1067622,0.5,,0.1875,0.1162109,0.1376953,0.6152344,0.7841797,0.7216797
R2,WFG2,5,igd,0.2158203,0.3476562,0.1875,0.9199219,0.8388672,,0.2969773,0.1376953,0.5771484,0.7216797,0.9814453
R2,WFG2,5,igd,0.2783203,0.6152344,0.2783203,0.9199219,0.9033203,0.7030227,,0.3847656,0.7539062,0.8388672,0.9902344
R2,WFG2,5,igd,0.4228516,0.6152344,0.5,0.9345703,0.8837891,0.8837891,0.6523438,,0.7841797,0.8837891,0.9755859
R2,WFG2,5,igd,0.05273438,0.2783203,0.1875,0.4609375,0.4228516,0.4609375,0.2783203,0.2460938,,0.6875,0.9345703
R2,WFG2,5,igd,0.01855469,0.3476562,0.2158203,0.6152344,0.2460938,0.3125,0.1875,0.1376953,0.3476562,,0.8125
R2,WFG2,5,igd,0.006835938,0.01367188,0.01367188,0.3125,0.3125,0.02441406,0.01367188,0.03222656,0.08007812,0.2158203,
IGD+,WFG2,5,igd+,,0.6152344,0.9345703,0.9814453,0.9755859,0.8388672,0.9580078,0.9755859,0.8125,0.8623047,0.9677734
IGD+,WFG2,5,igd+,0.4228516,,0.8125,0.9033203,0.9472656,0.7216797,0.9033203,0.7216797,0.5390625,0.7539062,0.7539062
IGD+,WFG2,5,igd+,0.08007812,0.2158203,,0.7539062,0.8837891,0.8623047,0.9199219,0.9345703,0.8125,0.6875,0.8837891
IGD+,WFG2,5,igd+,0.02441406,0.1162109,0.2783203,,0.6152344,0.2158203,0.4609375,0.6152344,0.2158203,0.4609375,0.5390625
IGD+,WFG2,5,igd+,0.03222656,0.06542969,0.1376953,0.4228516,,0.1162109,0.3847656,0.2158203,0.09667969,0.09667969,0.3847656
IGD+,WFG2,5,igd+,0.1875,0.3125,0.1611328,0.8125,0.9033203,,0.7841797,0.6875,0.5771484,0.4609375,0.9033203
IGD+,WFG2,5,igd+,0.05273438,0.1162109,0.09667969,0.5771484,0.6523438,0.2460938,,0.6152344,0.4228516,0.1875,0.6152344
IGD+,WFG2,5,igd+,0.03222656,0.3125,0.08007812,0.4228516,0.8125,0.3476562,0.4228516,,0.1875,0.1875,0.6875
IGD+,WFG2,5,igd+,0.2158203,0.5,0.2158203,0.8125,0.9199219,0.4609375,0.6152344,0.8388672,,0.2783203,0.9033203
IGD+,WFG2,5,igd+,0.1611328,0.2783203,0.3476562,0.5771484,0.9199219,0.5771484,0.8388672,0.8388672,0.7539062,,0.8388672
IGD+,WFG2,5,igd+,0.04199219,0.2783203,0.1376953,0.5,0.6523438,0.1162109,0.4228516,0.3476562,0.1162109,0.1875,
R2,WFG2,5,igd+,,0.9033203,0.8837891,0.9970703,0.9902344,0.9814453,0.9863281,0.9902344,0.9755859,0.8623047,1.0
R2,WFG2,5,igd+,0.1162109,,0.337212,0.8388672,0.7841797,0.4609375,0.3847656,0.5,0.6523438,0.2783203,0.9677734
R2,WFG2,5,igd+,0.1376953,0.662788,,0.9451277,0.9306797,0.4609375,0.7216797,0.8388672,0.9199219,0.5771484,0.9951172
R2,WFG2,5,igd+,0.004882812,0.1875,0.05487232,,0.2004071,0.05273438,0.06542969,0.4609375,0.4609375,0.09667969,0.7216797
R2,WFG2,5,igd+,0.01367188,0.2460938,0.06932032,0.7995929,,0.2783203,0.1875,0.3847656,0.5,0.09667969,0.9033203
R2,WFG2,5,igd+,0.02441406,0.5771484,0.5771484,0.9580078,0.7539062,,0.3392012,0.8623047,0.6152344,0.4228516,0.9472656
R2,WFG2,5,igd+,0.01855469,0.6523438,0.3125,0.9472656,0.8388672,0.6607988,,0.8623047,0.5771484,0.3125,0.9755859
R2,WFG2,5,igd+,0.01367188,0.5390625,0.1875,0.5771484,0.6523438,0.1611328,0.1611328,,0.5,0.2783203,0.9033203
R2,WFG2,5,igd+,0.03222656,0.3847656,0.09667969,0.5771484,0.5390625,0.4228516,0.4609375,0.5390625,,0.1162109,0.9580078
R2,WFG2,5,igd+,0.1611328,0.7539062,0.4609375,0.9199219,0.9199219,0.6152344,0.7216797,0.7539062,0.9033203,,0.9902344
R2,WFG2,5,igd+,0.0009765625,0.04199219,0.006835938,0.3125,0.1162109,0.06542969,0.03222656,0.1162109,0.05273438,0.01367188,
IGD+,WFG2,5,r2,,0.3847656,0.2460938,0.1376953,0.06542969,0.7539062,0.4609375,0.1376953,0.6523438,0.4228516,0.1611328
IGD+,WFG2,5,r2,0.6523438,,0.4609375,0.4609375,0.1875,0.9345703,0.6523438,0.3476562,0.8125,0.8388672,0.4228516
IGD+,WFG2,5,r2,0.7841797,0.5771484,,0.5390625,0.1875,0.8837891,0.6875,0.2158203,0.8837891,0.8623047,0.5
IGD+,WFG2,5,r2,0.8837891,0.5771484,0.5,,0.4228516,0.9033203,0.8623047,0.5390625,0.9033203,0.9580078,0.6875
IGD+,WFG2,5,r2,0.9472656,0.8388672,0.8388672,0.6152344,,0.9677734,0.9677734,0.6152344,0.9814453,0.9863281,0.8388672
IGD+,WFG2,5,r2,0.2783203,0.08007812,0.1376953,0.1162109,0.04199219,,0.2158203,0.08007812,0.5,0.5,0.06542969
IGD+,WFG2,5,r2,0.5771484,0.3847656,0.3476562,0.1611328,0.04199219,0.8125,,0.2460938,0.5771484,0.6875,0.2783203
IGD+,WFG2,5,r2,0.8837891,0.6875,0.8125,0.5,0.4228516,0.9345703,0.7841797,,0.9199219,0.9755859,0.7539062
IGD+,WFG2,5,r2,0.3847656,0.2158203,0.1376953,0.1162109,0.02441406,0.5390625,0.4609375,0.09667969,,0.2783203,0.1162109
IGD+,WFG2,5,r2,0.6152344,0.1875,0.1611328,0.05273438,0.01855469,0.5390625,0.3476562,0.03222656,0.7539062,,0.2783203
IGD+,WFG2,5,r2,0.8623047,0.6152344,0.5390625,0.3476562,0.1875,0.9472656,0.7539062,0.2783203,0.9033203,0.7539062,
R2,WFG2,5,r2,,0.1162109,0.1875,0.05273438,0.01855469,0.4228516,0.2783203,0.08007812,0.01367188,0.009765625,0.001953125
R2,WFG2,5,r2,0.9033203,,0.8365053,0.4228516,0.3476562,0.8837891,0.4609375,0.4228516,0.4609375,0.2460938,0.01855469
R2,WFG2,5,r2,0.8388672,0.1634947,,0.1871297,0.156969,0.7539062,0.3125,0.3125,0.1376953,0.09667969,0.006835938
R2,WFG2,5,r2,0.9580078,0.6152344,0.8128703,,0.2877015,0.9199219,0.7216797,0.4609375,0.2158203,0.1875,0.01367188
R2,WFG2,5,r2,0.9863281,0.6875,0.843031,0.7122985,,0.9472656,0.7216797,0.5,0.3476562,0.2460938,0.05273438
R2,WFG2,5,r2,0.6152344,0.1376953,0.2783203,0.09667969,0.06542969,,0.03315802,0.0009765625,0.05273438,0.06542969,0.0009765625
R2,WFG2,5,r2,0.7539062,0.5771484,0.7216797,0.3125,0.3125,0.966842,,0.1162109,0.3125,0.2783203,0.01855469
R2,WFG2,5,r2,0.9345703,0.6152344,0.7216797,0.5771484,0.5390625,1.0,0.9033203,,0.3847656,0.4228516,0.1376953
R2,WFG2,5,r2,0.9902344,0.5771484,0.8837891,0.8125,0.6875,0.9580078,0.7216797,0.6523438,,0.4609375,0.06542969
R2,WFG2,5,r2,0.9931641,0.7841797,0.9199219,0.8388672,0.7841797,0.9472656,0.7539062,0.6152344,0.5771484,,0.1376953
R2,WFG2,5,r2,0.9990234,0.9863281,0.9951172,0.9902344,0.9580078,1.0,0.9863281,0.8837891,0.9472656,0.8837891,
IGD+,WFG2,5,s-energy,,0.09667969,0.6875,0.02441406,0.05273438,0.3476562,0.6523438,0.3125,0.8125,0.2783203,0.8837891
IGD+,WFG2,5,s-energy,0.9199219,,0.8623047,0.1376953,0.6875,0.8837891,0.8623047,0.5771484,0.9199219,0.6152344,0.9580078
IGD+,WFG2,5,s-energy,0.3476562,0.1611328,,0.1376953,0.3476562,0.6875,0.6875,0.3847656,0.7841797,0.4228516,0.6152344
IGD+,WFG2,5,s-energy,0.9814453,0.8837891,0.8837891,,0.9580078,0.9199219,0.7539062,0.8388672,0.9755859,0.9345703,0.9863281
IGD+,WFG2,5,s-energy,0.9580078,0.3476562,0.6875,0.05273438,,0.6875,0.8623047,0.5771484,0.9345703,0.8125,0.9345703
IGD+,WFG2,5,s-energy,0.6875,0.1376953,0.3476562,0.09667969,0.3476562,,0.7216797,0.3847656,0.9033203,0.3476562,0.8125
IGD+,WFG2,5,s-energy,0.3847656,0.1611328,0.3476562,0.2783203,0.1611328,0.3125,,0.3476562,0.3847656,0.5,0.2783203
IGD+,WFG2,5,s-energy,0.7216797,0.4609375,0.6523438,0.1875,0.4609375,0.6523438,0.6875,,0.8125,0.2783203,0.8837891
IGD+,WFG2,5,s-energy,0.2158203,0.09667969,0.2460938,0.03222656,0.08007812,0.1162109,0.6523438,0.2158203,,0.09667969,0.4609375
IGD+,WFG2,5,s-energy,0.7539062,0.4228516,0.6152344,0.08007812,0.2158203,0.6875,0.5390625,0.7539062,0.9199219,,0.8623047
IGD+,WFG2,5,s-energy,0.1376953,0.05273438,0.4228516,0.01855469,0.08007812,0.2158203,0.7539062,0.1376953,0.5771484,0.1611328,
R2,WFG2,5,s-energy,,0.8837891,0.6523438,0.7539062,0.9580078,0.7539062,0.7841797,0.6152344,0.3476562,0.5,0.8388672
R2,WFG2,5,s-energy,0.1376953,,0.1634947,0.2783203,0.3125,0.3847656,0.3476562,0.08007812,0.05273438,0.1611328,0.1875
R2,WFG2,5,s-energy,0.3847656,0.8365053,,0.6164516,0.7030227,0.4609375,0.2158203,0.3125,0.3476562,0.2460938,0.5771484
R2,WFG2,5,s-energy,0.2783203,0.7539062,0.3835484,,0.7580801,0.3125,0.6523438,0.2783203,0.2158203,0.1611328,0.4228516
R2,WFG2,5,s-energy,0.05273438,0.7216797,0.2969773,0.2419199,,0.2460938,0.4228516,0.06542969,0.04199219,0.06542969,0.1875
R2,WFG2,5,s-energy,0.2783203,0.6523438,0.5771484,0.7216797,0.7841797,,0.6607988,0.1162109,0.1162109,0.5771484,0.5390625
R2,WFG2,5,s-energy,0.2460938,0.6875,0.8125,0.3847656,0.6152344,0.3392012,,0.2460938,0.09667969,0.3125,0.3125
R2,WFG2,5,s-energy,0.4228516,0.9345703,0.7216797,0.7539062,0.9472656,0.9033203,0.7841797,,0.5,0.7841797,0.7216797
R2,WFG2,5,s-energy,0.6875,0.9580078,0.6875,0.8125,0.9677734,0.9033203,0.9199219,0.5390625,,0.6875,0.7841797
R2,WFG2,5,s-energy,0.5390625,0.8623047,0.7841797,0.8623047,0.9472656,0.4609375,0.7216797,0.2460938,0.3476562,,0.9580078
R2,WFG2,5,s-energy,0.1875,0.8388672,0.4609375,0.6152344,0.8388672,0.5,0.7216797,0.3125,0.2460938,0.05273438,
IGD+,WFG2,5,spd,,0.7539062,0.2783203,0.9863281,0.9199219,0.4609375,0.3476562,0.5771484,0.2158203,0.6875,0.08007812
IGD+,WFG2,5,spd,0.2783203,,0.2158203,0.9199219,0.3847656,0.1875,0.2158203,0.5,0.1376953,0.4609375,0.05273438
IGD+,WFG2,5,spd,0.7539062,0.8125,,0.8837891,0.7216797,0.3125,0.3125,0.6875,0.2783203,0.6152344,0.3476562
IGD+,WFG2,5,spd,0.01855469,0.09667969,0.1376953,,0.04199219,0.1162109,0.2783203,0.2158203,0.02441406,0.05273438,0.01855469
IGD+,WFG2,5,spd,0.09667969,0.6523438,0.3125,0.9677734,,0.3125,0.2573349,0.6152344,0.06542969,0.2783203,0.09667969
IGD+,WFG2,5,spd,0.5771484,0.8388672,0.7216797,0.9033203,0.7216797,,0.3476562,0.5771484,0.3125,0.7539062,0.1611328
IGD+,WFG2,5,spd,0.6875,0.8125,0.7216797,0.7539062,0.7426651,0.6875,,0.6523438,0.6523438,0.5,0.5771484
IGD+,WFG2,5,spd,0.4609375,0.5390625,0.3476562,0.8125,0.4228516,0.4609375,0.3847656,,0.2158203,0.7539062,0.1376953
IGD+,WFG2,5,spd,0.8125,0.8837891,0.7539062,0.9814453,0.9472656,0.7216797,0.3847656,0.8125,,0.8837891,0.3476562
IGD+,WFG2,5,spd,0.3476562,0.5771484,0.4228516,0.9580078,0.7539062,0.2783203,0.5390625,0.2783203,0.1376953,,0.1376953
IGD+,WFG2,5,spd,0.9345703,0.9580078,0.6875,0.9863281,0.9199219,0.8623047,0.4609375,0.8837891,0.6875,0.8837891,
R2,WFG2,5,spd,,0.8388672,0.8623047,0.9755859,0.9199219,0.9677734,0.8623047,0.7841797,0.9199219,0.7841797,0.9970703
R2,WFG2,5,spd,0.1875,,0.337212,0.8125,0.5,0.6152344,0.5390625,0.5,0.5,0.5,0.9472656
R2,WFG2,5,spd,0.1611328,0.662788,,0.7793659,0.5236175,0.3847656,0.5771484,0.4228516,0.6152344,0.4228516,0.9863281
R2,WFG2,5,spd,0.03222656,0.2158203,0.2206341,,0.02497499,0.3125,0.3125,0.2783203,0.3847656,0.3847656,0.9472656
R2,WFG2,5,spd,0.09667969,0.5390625,0.4763825,0.975025,,0.5390625,0.6152344,0.6152344,0.8388672,0.7216797,0.9970703
R2,WFG2,5,spd,0.04199219,0.4228516,0.6523438,0.7216797,0.5,,0.4294775,0.5771484,0.6875,0.5390625,0.9863281
R2,WFG2,5,spd,0.1611328,0.5,0.4609375,0.7216797,0.4228516,0.5705225,,0.6875,0.7841797,0.6875,0.9902344
R2,WFG2,5,spd,0.2460938,0.5390625,0.6152344,0.7539062,0.4228516,0.4609375,0.3476562,,0.5,0.7216797,0.9033203
R2,WFG2,5,spd,0.09667969,0.5390625,0.4228516,0.6523438,0.1875,0.3476562,0.2460938,0.5390625,,0.4609375,0.9033203
R2,WFG2,5,spd,0.2460938,0.5390625,0.6152344,0.6523438,0.3125,0.5,0.3476562,0.3125,0.5771484,,0.7841797
R2,WFG2,5,spd,0.004882812,0.06542969,0.01855469,0.06542969,0.004882812,0.01855469,0.01367188,0.1162109,0.1162109,0.2460938,
IGD+,WFG3,5,eps+,,0.8837891,0.9580078,0.9814453,0.9033203,0.8837891,0.9472656,0.9472656,0.9472656,0.9472656,0.9472656
IGD+,WFG3,5,eps+,0.1376953,,0.7216797,0.6152344,0.5771484,0.5390625,0.2783203,0.5390625,0.5390625,0.5,0.7216797
IGD+,WFG3,5,eps+,0.05273438,0.3125,,0.3476562,0.3125,0.3125,0.2158203,0.2158203,0.1875,0.2460938,0.2783203
IGD+,WFG3,5,eps+,0.02441406,0.4228516,0.6875,,0.5390625,0.4609375,0.3476562,0.5,0.3476562,0.4228516,0.6523438
IGD+,WFG3,5,eps+,0.1162109,0.4609375,0.7216797,0.5,,0.8125,0.4228516,0.5390625,0.3125,0.3476562,0.6152344
IGD+,WFG3,5,eps+,0.1376953,0.5,0.7216797,0.5771484,0.2158203,,0.4228516,0.4609375,0.3476562,0.5390625,0.6875
IGD+,WFG3,5,eps+,0.06542969,0.7539062,0.8125,0.6875,0.6152344,0.6152344,,0.5771484,0.4609375,0.4228516,0.6152344
IGD+,WFG3,5,eps+,0.06542969,0.5,0.8125,0.5390625,0.5,0.5771484,0.4609375,,0.3476562,0.3476562,0.6152344
IGD+,WFG3,5,eps+,0.06542969,0.5,0.8388672,0.6875,0.7216797,0.6875,0.5771484,0.6875,,0.6875,0.8388672
IGD+,WFG3,5,eps+,0.06542969,0.5390625,0.7841797,0.6152344,0.6875,0.5,0.6152344,0.6875,0.3476562,,0.7216797
IGD+,WFG3,5,eps+,0.06542969,0.3125,0.7539062,0.3847656,0.4228516,0.3476562,0.4228516,0.4228516,0.1875,0.3125,
R2,WFG3,5,eps+,,0.6875,0.6875,0.2783203,0.2460938,0.1875,0.3125,0.2158203,0.2158203,0.1611328,0.3847656
R2,WFG3,5,eps+,0.3476562,,0.08985625,0.01385392,0.01385392,0.01253092,0.04199219,0.06542969,0.03222656,0.03222656,0.2158203
R2,WFG3,5,eps+,0.3476562,0.9101438,,0.06900537,0.02155722,0.01399591,0.05487232,0.08007812,0.09667969,0.06542969,0.2783203
R2,WFG3,5,eps+,0.7539062,0.9861461,0.9309946,,0.08985625,0.07206352,0.337212,0.3125,0.4228516,0.3847656,0.5771484
R2,WFG3,5,eps+,0.7841797,0.9861461,0.9784428,0.9101438,,0.1425247,0.4328862,0.2969773,0.5,0.3847656,0.6523438
R2,WFG3,5,eps+,0.8388672,0.9874691,0.9860041,0.9279365,0.8574753,,0.6570848,0.4443189,0.5390625,0.5,0.6875
R2,WFG3,5,eps+,0.7216797,0.9677734,0.9451277,0.662788,0.5671138,0.3429152,,0.3676583,0.4228516,0.2783203,0.5390625
R2,WFG3,5,eps+,0.8125,0.9472656,0.9345703,0.7216797,0.7030227,0.5556811,0.6323417,,0.6323417,0.5390625,0.7841797
R2,WFG3,5,eps+,0.8125,0.9755859,0.9199219,0.6152344,0.5390625,0.5,0.6152344,0.3676583,,0.4228516,0.6875
R2,WFG3,5,eps+,0.8623047,0.9755859,0.9472656,0.6523438,0.6523438,0.5390625,0.7539062,0.5,0.6152344,,0.9345703
R2,WFG3,5,eps+,0.6523438,0.8125,0.7539062,0.4609375,0.3847656,0.3476562,0.5,0.2460938,0.3476562,0.08007812,
IGD+,WFG3,5,hv,,0.09667969,0.7216797,0.1611328,0.03222656,0.2460938,0.3125,0.4609375,0.7216797,0.7216797,0.5390625
IGD+,WFG3,5,hv,0.9199219,,0.9677734,0.5,0.3847656,0.8623047,0.7216797,0.8125,0.9677734,0.9345703,0.7216797
IGD+,WFG3,5,hv,0.3125,0.04199219,,0.01855469,0.009765625,0.1162109,0.01855469,0.05273438,0.3125,0.2783203,0.1162109
IGD+,WFG3,5,hv,0.8623047,0.5390625,0.9863281,,0.4228516,0.7539062,0.7539062,0.9199219,0.8623047,0.8388672,0.6875
IGD+,WFG3,5,hv,0.9755859,0.6523438,0.9931641,0.6152344,,0.9980469,0.6875,0.8837891,0.9755859,0.9345703,0.8125
IGD+,WFG3,5,hv,0.7841797,0.1611328,0.9033203,0.2783203,0.002929688,,0.4609375,0.7216797,0.8837891,0.8388672,0.4609375
IGD+,WFG3,5,hv,0.7216797,0.3125,0.9863281,0.2783203,0.3476562,0.5771484,,0.8623047,0.9033203,0.7841797,0.5771484
IGD+,WFG3,5,hv,0.5771484,0.2158203,0.9580078,0.09667969,0.1376953,0.3125,0.1611328,,0.7539062,0.6875,0.2783203
IGD+,WFG3,5,hv,0.3125,0.04199219,0.7216797,0.1611328,0.03222656,0.1376953,0.1162109,0.2783203,,0.6523438,0.08007812
IGD+,WFG3,5,hv,0.3125,0.08007812,0.7539062,0.1875,0.08007812,0.1875,0.2460938,0.3476562,0.3847656,,0.3125
IGD+,WFG3,5,hv,0.5,0.3125,0.9033203,0.3476562,0.2158203,0.5771484,0.4609375,0.7539062,0.9345703,0.7216797,
R2,WFG3,5,hv,,0.6875,0.5771484,0.5390625,0.4228516,0.6523438,0.6523438,0.8837891,0.8388672,0.6152344,0.5390625
R2,WFG3,5,hv,0.3476562,,0.3273604,0.1244319,0.05792575,0.2877015,0.7216797,0.9033203,0.8837891,0.3847656,0.4609375
R2,WFG3,5,hv,0.4609375,0.6726396,,0.1726155,0.0398079,0.3676583,0.843031,0.9033203,0.8837891,0.3847656,0.5390625
R2,WFG3,5,hv,0.5,0.8755681,0.8273845,,0.3273604,0.7673956,0.8365053,0.9580078,0.9199219,0.7841797,0.6875
R2,WFG3,5,hv,0.6152344,0.9420743,0.9601921,0.6726396,,0.8574753,0.8816382,0.9809241,0.9472656,0.6875,0.7216797
R2,WFG3,5,hv,0.3847656,0.7122985,0.6323417,0.2326044,0.1425247,,0.7499079,0.8962108,0.9345703,0.4609375,0.5771484
R2,WFG3,5,hv,0.3847656,0.3125,0.156969,0.1634947,0.1183618,0.2500921,,0.6939551,0.9345703,0.4228516,0.4609375
R2,WFG3,5,hv,0.1376953,0.1162109,0.1162109,0.05273438,0.01907586,0.1037892,0.3060449,,0.8816382,0.2783203,0.2783203
R2,WFG3,5,hv,0.1875,0.1376953,0.1376953,0.09667969,0.06542969,0.08007812,0.08007812,0.1183618,,0.2783203,0.2158203
R2,WFG3,5,hv,0.4228516,0.6523438,0.6523438,0.2460938,0.3476562,0.5771484,0.6152344,0.7539062,0.7539062,,0.2783203
R2,WFG3,5,hv,0.5,0.5771484,0.5,0.3476562,0.3125,0.4609375,0.5771484,0.7539062,0.8125,0.7539062,
IGD+,WFG3,5,igd,,0.8388672,0.8388672,0.4609375,0.4228516,0.8388672,0.4228516,0.6523438,0.9580078,0.8388672,0.8837891
IGD+,WFG3,5,igd,0.1875,,0.7539062,0.1376953,0.4609375,0.7539062,0.4609375,0.7216797,0.9472656,0.7841797,0.8623047
IGD+,WFG3,5,igd,0.1875,0.2783203,,0.1376953,0.1376953,0.3476562,0.09667969,0.6152344,0.8388672,0.6875,0.8125
IGD+,WFG3,5,igd,0.5771484,0.8837891,0.8837891,,0.7539062,0.8388672,0.7539062,0.8388672,0.9863281,0.8837891,0.9345703
IGD+,WFG3,5,igd,0.6152344,0.5771484,0.8837891,0.2783203,,0.8837891,0.5771484,0.8623047,0.9580078,0.8837891,0.9472656
IGD+,WFG3,5,igd,0.1875,0.2783203,0.6875,0.1875,0.1376953,,0.2460938,0.5390625,0.9033203,0.6523438,0.7539062
IGD+,WFG3,5,igd,0.6152344,0.5771484,0.9199219,0.2783203,0.4609375,0.7841797,,0.8125,0.9863281,0.8125,0.8623047
IGD+,WFG3,5,igd,0.3847656,0.3125,0.4228516,0.1875,0.1611328,0.5,0.2158203,,0.9033203,0.4228516,0.7539062
IGD+,WFG3,5,igd,0.05273438,0.06542969,0.1875,0.01855469,0.05273438,0.1162109,0.01855469,0.1162109,,0.1611328,0.4609375
