problema,indicador,w0,dimension,run,valor
WFG6,s-energy,w_00,7,0,1805.82
WFG6,s-energy,w_00,7,1,22267.06
WFG6,s-energy,w_00,7,2,32.57108
WFG6,s-energy,w_00,7,3,1767064000.0
WFG6,s-energy,w_00,7,4,32.53499
WFG6,s-energy,w_00,7,5,291.3236
WFG6,s-energy,w_00,7,6,146.4241
WFG6,s-energy,w_00,7,7,483.1526
WFG6,s-energy,w_00,7,8,27.29051
WFG6,s-energy,w_00,7,9,130.9166
WFG6,igd+,w_00,5,0,0.4154118
WFG6,igd+,w_00,5,1,0.4133769
WFG6,igd+,w_00,5,2,0.4190368
WFG6,igd+,w_00,5,3,0.4073762
WFG6,igd+,w_00,5,4,0.4088253
WFG6,igd+,w_00,5,5,0.3983806
WFG6,igd+,w_00,5,6,0.4012733
WFG6,igd+,w_00,5,7,0.4263442
WFG6,igd+,w_00,5,8,0.4108789
WFG6,igd+,w_00,5,9,0.4163192
DTLZ1,igd+,w_00,3,0,0.0112235
DTLZ1,igd+,w_00,3,1,0.01129769
DTLZ1,igd+,w_00,3,2,0.01134446
DTLZ1,igd+,w_00,3,3,0.01069147
DTLZ1,igd+,w_00,3,4,0.01137384
DTLZ1,igd+,w_00,3,5,0.01118246
DTLZ1,igd+,w_00,3,6,0.01123176
DTLZ1,igd+,w_00,3,7,0.0111483
DTLZ1,igd+,w_00,3,8,0.01135522
DTLZ1,igd+,w_00,3,9,0.01222055
WFG7,igd+,w_00,2,0,0.004651926
WFG7,igd+,w_00,2,1,0.004851527
WFG7,igd+,w_00,2,2,0.004716989
WFG7,igd+,w_00,2,3,0.004820865
WFG7,igd+,w_00,2,4,0.004745546
WFG7,igd+,w_00,2,5,0.004496399
WFG7,igd+,w_00,2,6,0.004705578
WFG7,igd+,w_00,2,7,0.004954668
WFG7,igd+,w_00,2,8,0.004409452
WFG7,igd+,w_00,2,9,0.004771816
WFG4,s-energy,w_00,3,0,88313.16
WFG4,s-energy,w_00,3,1,17497.88
WFG4,s-energy,w_00,3,2,16165.17
WFG4,s-energy,w_00,3,3,15409.2
WFG4,s-energy,w_00,3,4,15003.44
WFG4,s-energy,w_00,3,5,20133.11
WFG4,s-energy,w_00,3,6,15749.29
WFG4,s-energy,w_00,3,7,19947.04
WFG4,s-energy,w_00,3,8,15592.05
WFG4,s-energy,w_00,3,9,15610.57
WFG5,s-energy,w_00,2,0,365148.7
WFG5,s-energy,w_00,2,1,355418.9
WFG5,s-energy,w_00,2,2,365453.4
WFG5,s-energy,w_00,2,3,361043.2
WFG5,s-energy,w_00,2,4,366712.0
WFG5,s-energy,w_00,2,5,361888.7
WFG5,s-energy,w_00,2,6,360991.5
