hiperparam_ind_conv,problema,n_objetivos,w_0,run,indicador,valor_indicador
R2,DTLZ6,5,0.6,5,igd,-0.7169401
R2,DTLZ6,5,0.6,6,igd,-0.6335557
R2,DTLZ6,5,0.6,7,igd,-0.6203919
R2,DTLZ6,5,0.6,8,igd,-0.6754888
R2,DTLZ6,5,0.6,9,igd,-0.6881941
R2,DTLZ6,5,0.6,10,igd,-0.9956432
R2,DTLZ6,5,0.6,11,igd,-0.705088
R2,DTLZ6,5,0.6,12,igd,-0.6902685
R2,DTLZ6,5,0.6,13,igd,-0.6416552
R2,DTLZ6,5,0.6,14,igd,-0.8380035
R2,DTLZ6,5,0.6,15,igd,-1.348454
R2,DTLZ6,5,0.6,16,igd,-0.6705098
R2,DTLZ6,5,0.6,17,igd,-0.7110193
R2,DTLZ6,5,0.6,18,igd,-0.6456744
R2,DTLZ6,5,0.6,19,igd,-0.6699976
R2,WFG6,7,0.6,0,spd,120.0
R2,WFG6,7,0.6,1,spd,120.0
R2,WFG6,7,0.6,2,spd,120.0
R2,WFG6,7,0.6,3,spd,119.9999
R2,WFG6,7,0.6,4,spd,120.0
R2,WFG6,7,0.6,5,spd,120.0
R2,WFG6,7,0.6,6,spd,120.0
R2,WFG6,7,0.6,7,spd,120.0
R2,WFG6,7,0.6,8,spd,120.0
R2,WFG6,7,0.6,9,spd,120.0
R2,WFG6,7,0.6,10,spd,120.0
R2,WFG6,7,0.6,11,spd,120.0
R2,WFG6,7,0.6,12,spd,120.0
R2,WFG6,7,0.6,13,spd,120.0
R2,WFG6,7,0.6,14,spd,119.9999
R2,WFG6,7,0.6,15,spd,120.0
R2,WFG6,7,0.6,16,spd,120.0
R2,WFG6,7,0.6,17,spd,119.9999
R2,WFG6,7,0.6,18,spd,120.0
R2,WFG6,7,0.6,19,spd,120.0
R2,DTLZ2,5,0.6,0,hv,31.67425
R2,DTLZ2,5,0.6,1,hv,31.67359
R2,DTLZ2,5,0.6,2,hv,31.67452
R2,DTLZ2,5,0.6,3,hv,31.67431
R2,DTLZ2,5,0.6,4,hv,31.67418
R2,DTLZ2,5,0.6,5,hv,31.67391
R2,DTLZ2,5,0.6,6,hv,31.67365
R2,DTLZ2,5,0.6,7,hv,31.67335
R2,DTLZ2,5,0.6,8,hv,31.67418
R2,DTLZ2,5,0.6,9,hv,31.6749
R2,DTLZ2,5,0.6,10,hv,31.67472
R2,DTLZ2,5,0.6,11,hv,31.67279
R2,DTLZ2,5,0.6,12,hv,31.67301
R2,DTLZ2,5,0.6,13,hv,31.67358
R2,DTLZ2,5,0.6,14,hv,31.67286
R2,DTLZ2,5,0.6,15,hv,31.67275
R2,DTLZ2,5,0.6,16,hv,31.67489
R2,DTLZ2,5,0.6,17,hv,31.67407
R2,DTLZ2,5,0.6,18,hv,31.67235
R2,DTLZ2,5,0.6,19,hv,31.67115
R2,DTLZ1,6,0.6,0,eps+,-0.1125026
R2,DTLZ1,6,0.6,1,eps+,-0.0997452
R2,DTLZ1,6,0.6,2,eps+,-0.0929609
R2,DTLZ1,6,0.6,3,eps+,-0.0997023
R2,DTLZ1,6,0.6,4,eps+,-0.0934734
R2,DTLZ1,6,0.6,5,eps+,-0.1033334
R2,DTLZ1,6,0.6,6,eps+,-0.1043774
R2,DTLZ1,6,0.6,7,eps+,-0.0908255
R2,DTLZ1,6,0.6,8,eps+,-0.0981331
R2,DTLZ1,6,0.6,9,eps+,-0.0951398
R2,DTLZ1,6,0.6,10,eps+,-0.1036716
R2,DTLZ1,6,0.6,11,eps+,-0.210937
R2,DTLZ1,6,0.6,12,eps+,-0.0916017
R2,DTLZ1,6,0.6,13,eps+,-0.0968609
R2,DTLZ1,6,0.6,14,eps+,-0.0865525
R2,DTLZ1,6,0.6,15,eps+,-0.1008834
R2,DTLZ1,6,0.6,16,eps+,-0.1020927
R2,DTLZ1,6,0.6,17,eps+,-0.1371613
R2,DTLZ1,6,0.6,18,eps+,-0.0951041
R2,DTLZ1,6,0.6,19,eps+,-0.095929
R2,DTLZ6,5,0.6,0,s-energy,-173.8634
R2,DTLZ6,5,0.6,1,s-energy,-22909.33
R2,DTLZ6,5,0.6,2,s-energy,-515.5508
R2,DTLZ6,5,0.6,3,s-energy,-214.5889
R2,DTLZ6,5,0.6,4,s-energy,-285.7602
R2,DTLZ6,5,0.6,5,s-energy,-25291.91
R2,DTLZ6,5,0.6,6,s-energy,-18412.01
R2,DTLZ6,5,0.6,7,s-energy,-1110279.0
R2,DTLZ6,5,0.6,8,s-energy,-15856.24
R2,DTLZ6,5,0.6,9,s-energy,-245416600.0
R2,DTLZ6,5,0.6,10,s-energy,-73.57876
R2,DTLZ6,5,0.6,11,s-energy,-2315.536
R2,DTLZ6,5,0.6,12,s-energy,-882.3957
R2,DTLZ6,5,0.6,13,s-energy,-44254.95
R2,DTLZ6,5,0.6,14,s-energy,-245.3934
R2,DTLZ6,5,0.6,15,s-energy,-32.93483
R2,DTLZ6,5,0.6,16,s-energy,-69601.22
R2,DTLZ6,5,0.6,17,s-energy,-3491.329
R2,DTLZ6,5,0.6,18,s-energy,-610117900.0
R2,DTLZ6,5,0.6,19,s-energy,-11569.04
R2,WFG5,3,0.6,0,r2,5.827779
R2,WFG5,3,0.6,1,r2,5.780586
R2,WFG5,3,0.6,2,r2,5.91978
R2,WFG5,3,0.6,3,r2,6.731918
R2,WFG5,3,0.6,4,r2,5.97659
R2,WFG5,3,0.6,5,r2,5.648465
R2,WFG5,3,0.6,6,r2,5.938358
R2,WFG5,3,0.6,7,r2,5.639549
R2,WFG5,3,0.6,8,r2,5.760525
R2,WFG5,3,0.6,9,r2,6.096863
R2,WFG5,3,0.6,10,r2,5.661275
R2,WFG5,3,0.6,11,r2,5.644137
R2,WFG5,3,0.6,12,r2,6.928238
R2,WFG5,3,0.6,13,r2,5.973811
R2,WFG5,3,0.6,14,r2,6.644817
R2,WFG5,3,0.6,15,r2,6.551218
R2,WFG5,3,0.6,16,r2,5.995906
R2,WFG5,3,0.6,17,r2,5.659468
R2,WFG5,3,0.6,18,r2,5.755071
R2,WFG5,3,0.6,19,r2,6.942516
R2,WFG5,5,0.6,0,igd+,-0.4187664
R2,WFG5,5,0.6,1,igd+,-0.4094116
R2,WFG5,5,0.6,2,igd+,-0.4103164
R2,WFG5,5,0.6,3,igd+,-0.4141796
R2,WFG5,5,0.6,4,igd+,-0.4250499
R2,WFG5,5,0.6,5,igd+,-0.4070575
R2,WFG5,5,0.6,6,igd+,-0.4027919
R2,WFG5,5,0.6,7,igd+,-0.4281748
R2,WFG5,5,0.6,8,igd+,-0.4141611
R2,WFG5,5,0.6,9,igd+,-0.4116443
R2,WFG5,5,0.6,10,igd+,-0.4204021
R2,WFG5,5,0.6,11,igd+,-0.4182439
R2,WFG5,5,0.6,12,igd+,-0.4179038
R2,WFG5,5,0.6,13,igd+,-0.4112168
R2,WFG5,5,0.6,14,igd+,-0.4090517
R2,WFG5,5,0.6,15,igd+,-0.4209828
R2,WFG5,5,0.6,16,igd+,-0.4256725
R2,WFG5,5,0.6,17,igd+,-0.4179491
R2,WFG5,5,0.6,18,igd+,-0.4136649
R2,WFG5,5,0.6,19,igd+,-0.4274576
R2,DTLZ5,5,0.6,0,r2,741.2928
R2,DTLZ5,5,0.6,1,r2,691.7998
R2,DTLZ5,5,0.6,2,r2,720.2673
R2,DTLZ5,5,0.6,3,r2,718.4727
R2,DTLZ5,5,0.6,4,r2,682.3478
R2,DTLZ5,5,0.6,5,r2,707.6745
R2,DTLZ5,5,0.6,6,r2,742.5378
R2,DTLZ5,5,0.6,7,r2,732.5008
R2,DTLZ5,5,0.6,8,r2,697.7949
R2,DTLZ5,5,0.6,9,r2,712.5421
R2,DTLZ5,5,0.6,10,r2,733.5528
R2,DTLZ5,5,0.6,11,r2,715.7767
R2,DTLZ5,5,0.6,12,r2,700.5085
R2,DTLZ5,5,0.6,13,r2,717.2789
R2,DTLZ5,5,0.6,14,r2,722.2313
R2,DTLZ5,5,0.6,15,r2,740.2232
R2,DTLZ5,5,0.6,16,r2,721.5399
R2,DTLZ5,5,0.6,17,r2,724.477
R2,DTLZ5,5,0.6,18,r2,698.9497
R2,DTLZ5,5,0.6,19,r2,689.5944
R2,DTLZ6,6,0.6,0,eps+,-5.120149
R2,DTLZ6,6,0.6,1,eps+,-5.088479
R2,DTLZ6,6,0.6,2,eps+,-5.571988
R2,DTLZ6,6,0.6,3,eps+,-5.581073
R2,DTLZ6,6,0.6,4,eps+,-5.118129
R2,DTLZ6,6,0.6,5,eps+,-5.273618
R2,DTLZ6,6,0.6,6,eps+,-5.180962
R2,DTLZ6,6,0.6,7,eps+,-5.14753
R2,DTLZ6,6,0.6,8,eps+,-5.580486
R2,DTLZ6,6,0.6,9,eps+,-5.260259
R2,DTLZ6,6,0.6,10,eps+,-5.716248
R2,DTLZ6,6,0.6,11,eps+,-5.25877
R2,DTLZ6,6,0.6,12,eps+,-5.637348
R2,DTLZ6,6,0.6,13,eps+,-4.86799
R2,DTLZ6,6,0.6,14,eps+,-5.571636
R2,DTLZ6,6,0.6,15,eps+,-5.193514
R2,DTLZ6,6,0.6,16,eps+,-5.582017
R2,DTLZ6,6,0.6,17,eps+,-5.655417
R2,DTLZ6,6,0.6,18,eps+,-5.631335
R2,DTLZ6,6,0.6,19,eps+,-5.663899
R2,DTLZ5,5,0.6,0,igd+,-0.08119463
R2,DTLZ5,5,0.6,1,igd+,-0.07840722
R2,DTLZ5,5,0.6,2,igd+,-0.0832893
R2,DTLZ5,5,0.6,3,igd+,-0.08892647
R2,DTLZ5,5,0.6,4,igd+,-0.07676265
R2,DTLZ5,5,0.6,5,igd+,-0.08330466
R2,DTLZ5,5,0.6,6,igd+,-0.07911639
R2,DTLZ5,5,0.6,7,igd+,-0.08044642
R2,DTLZ5,5,0.6,8,igd+,-0.08633369
R2,DTLZ5,5,0.6,9,igd+,-0.08034269
R2,DTLZ5,5,0.6,10,igd+,-0.08125352
R2,DTLZ5,5,0.6,11,igd+,-0.08320332
R2,DTLZ5,5,0.6,12,igd+,-0.08343355
R2,DTLZ5,5,0.6,13,igd+,-0.07842069
R2,DTLZ5,5,0.6,14,igd+,-0.08826461
R2,DTLZ5,5,0.6,15,igd+,-0.09391589
R2,DTLZ5,5,0.6,16,igd+,-0.07462186
R2,DTLZ5,5,0.6,17,igd+,-0.08589285
R2,DTLZ5,5,0.6,18,igd+,-0.08678386
R2,DTLZ5,5,0.6,19,igd+,-0.08762057
R2,WFG6,2,0.6,0,igd,-0.0152179
R2,WFG6,2,0.6,1,igd,-0.01901086
R2,WFG6,2,0.6,2,igd,-0.01734751
R2,WFG6,2,0.6,3,igd,-0.01754584
R2,WFG6,2,0.6,4,igd,-0.01906537
R2,WFG6,2,0.6,5,igd,-0.01945515
R2,WFG6,2,0.6,6,igd,-0.02035409
R2,WFG6,2,0.6,7,igd,-0.01591491
R2,WFG6,2,0.6,8,igd,-0.02283081
R2,WFG6,2,0.6,9,igd,-0.02125373
R2,WFG6,2,0.6,10,igd,-0.01464294
R2,WFG6,2,0.6,11,igd,-0.01787925
R2,WFG6,2,0.6,12,igd,-0.01684622
R2,WFG6,2,0.6,13,igd,-0.02222703
R2,WFG6,2,0.6,14,igd,-0.02147523
R2,WFG6,2,0.6,15,igd,-0.01787391
R2,WFG6,2,0.6,16,igd,-0.01677447
R2,WFG6,2,0.6,17,igd,-0.02247728
R2,WFG6,2,0.6,18,igd,-0.01534018
R2,WFG6,2,0.6,19,igd,-0.01665926
R2,WFG3,6,0.6,0,hv,82335.57
R2,WFG3,6,0.6,1,hv,78016.94
R2,WFG3,6,0.6,2,hv,79043.13
R2,WFG3,6,0.6,3,hv,80444.11
R2,WFG3,6,0.6,4,hv,78605.78
R2,WFG3,6,0.6,5,hv,79197.11
R2,WFG3,6,0.6,6,hv,78375.61
R2,WFG3,6,0.6,7,hv,80182.24
R2,WFG3,6,0.6,8,hv,77147.95
R2,WFG3,6,0.6,9,hv,84785.07
R2,WFG3,6,0.6,10,hv,79578.43
R2,WFG3,6,0.6,11,hv,81724.42
R2,WFG3,6,0.6,12,hv,80309.94
R2,WFG3,6,0.6,13,hv,82583.68
R2,WFG3,6,0.6,14,hv,77934.65
R2,WFG3,6,0.6,15,hv,79427.13
R2,WFG3,6,0.6,16,hv,80652.15
R2,WFG3,6,0.6,17,hv,82563.06
R2,WFG3,6,0.6,18,hv,80378.22
R2,WFG3,6,0.6,19,hv,82314.48
R2,DTLZ5,7,0.6,0,igd+,-0.4264569
R2,DTLZ5,7,0.6,1,igd+,-0.4374153
R2,DTLZ5,7,0.6,2,igd+,-0.3549968
R2,DTLZ5,7,0.6,3,igd+,-0.4126615
R2,DTLZ5,7,0.6,4,igd+,-0.4031186
R2,DTLZ5,7,0.6,5,igd+,-0.3168038
R2,DTLZ5,7,0.6,6,igd+,-0.4071393
R2,DTLZ5,7,0.6,7,igd+,-0.4724274
R2,DTLZ5,7,0.6,8,igd+,-0.3978922
R2,DTLZ5,7,0.6,9,igd+,-0.4144408
R2,DTLZ5,7,0.6,10,igd+,-0.4495129
R2,DTLZ5,7,0.6,11,igd+,-0.3558171
R2,DTLZ5,7,0.6,12,igd+,-0.3689447
R2,DTLZ5,7,0.6,13,igd+,-0.4061151
R2,DTLZ5,7,0.6,14,igd+,-0.3435919
R2,DTLZ5,7,0.6,15,igd+,-0.4200247
R2,DTLZ5,7,0.6,16,igd+,-0.3524275
R2,DTLZ5,7,0.6,17,igd+,-0.5977167
R2,DTLZ5,7,0.6,18,igd+,-0.3903614
R2,DTLZ5,7,0.6,19,igd+,-0.4215453
R2,DTLZ7,3,0.6,0,spd,48.45461
R2,DTLZ7,3,0.6,1,spd,48.62307
R2,DTLZ7,3,0.6,2,spd,47.50146
R2,DTLZ7,3,0.6,3,spd,48.56317
R2,DTLZ7,3,0.6,4,spd,48.15787
R2,DTLZ7,3,0.6,5,spd,47.76443
R2,DTLZ7,3,0.6,6,spd,21.90161
R2,DTLZ7,3,0.6,7,spd,48.32317
R2,DTLZ7,3,0.6,8,spd,48.43264
R2,DTLZ7,3,0.6,9,spd,47.62079
R2,DTLZ7,3,0.6,10,spd,47.85271
R2,DTLZ7,3,0.6,11,spd,48.47646
R2,DTLZ7,3,0.6,12,spd,48.28824
R2,DTLZ7,3,0.6,13,spd,48.10062
R2,DTLZ7,3,0.6,14,spd,48.58202
R2,DTLZ7,3,0.6,15,spd,48.7013
R2,DTLZ7,3,0.6,16,spd,48.37748
R2,DTLZ7,3,0.6,17,spd,48.53092
R2,DTLZ7,3,0.6,18,spd,48.27711
R2,DTLZ7,3,0.6,19,spd,48.5998
R2,WFG5,6,0.6,0,igd+,-0.5714447
R2,WFG5,6,0.6,1,igd+,-0.5590734
R2,WFG5,6,0.6,2,igd+,-0.501723
R2,WFG5,6,0.6,3,igd+,-0.5575645
R2,WFG5,6,0.6,4,igd+,-0.5912173
R2,WFG5,6,0.6,5,igd+,-0.5674011
R2,WFG5,6,0.6,6,igd+,-0.5474173
R2,WFG5,6,0.6,7,igd+,-0.5821322
R2,WFG5,6,0.6,8,igd+,-0.5700687
R2,WFG5,6,0.6,9,igd+,-0.558942
R2,WFG5,6,0.6,10,igd+,-0.5236783
R2,WFG5,6,0.6,11,igd+,-0.5620836
R2,WFG5,6,0.6,12,igd+,-0.5537282
R2,WFG5,6,0.6,13,igd+,-0.5688581
R2,WFG5,6,0.6,14,igd+,-0.5466442
R2,WFG5,6,0.6,15,igd+,-0.5539811
R2,WFG5,6,0.6,16,igd+,-0.5464615
R2,WFG5,6,0.6,17,igd+,-0.6055525
R2,WFG5,6,0.6,18,igd+,-0.5567901
R2,WFG5,6,0.6,19,igd+,-0.5978031
R2,WFG3,2,0.6,0,igd+,-0.01621068
R2,WFG3,2,0.6,1,igd+,-0.007093976
R2,WFG3,2,0.6,2,igd+,-0.009793603
R2,WFG3,2,0.6,3,igd+,-0.0106286
R2,WFG3,2,0.6,4,igd+,-0.006943118
R2,WFG3,2,0.6,5,igd+,-0.007434527
R2,WFG3,2,0.6,6,igd+,-0.009515195
R2,WFG3,2,0.6,7,igd+,-0.007410406
R2,WFG3,2,0.6,8,igd+,-0.01116733
R2,WFG3,2,0.6,9,igd+,-0.008598201
R2,WFG3,2,0.6,10,igd+,-0.008451951
R2,WFG3,2,0.6,11,igd+,-0.007418998
R2,WFG3,2,0.6,12,igd+,-0.008632396
R2,WFG3,2,0.6,13,igd+,-0.007788788
R2,WFG3,2,0.6,14,igd+,-0.01008555
R2,WFG3,2,0.6,15,igd+,-0.004698844
R2,WFG3,2,0.6,16,igd+,-0.006342226
R2,WFG3,2,0.6,17,igd+,-0.009904366
R2,WFG3,2,0.6,18,igd+,-0.008115777
R2,WFG3,2,0.6,19,igd+,-0.01097876
R2,DTLZ2,7,0.6,0,igd,-0.5565807
R2,DTLZ2,7,0.6,1,igd,-0.3922761
R2,DTLZ2,7,0.6,2,igd,-0.4099733
R2,DTLZ2,7,0.6,3,igd,-0.4326091
R2,DTLZ2,7,0.6,4,igd,-0.5893135
R2,DTLZ2,7,0.6,5,igd,-0.4531229
R2,DTLZ2,7,0.6,6,igd,-0.4361736
R2,DTLZ2,7,0.6,7,igd,-0.4145235
R2,DTLZ2,7,0.6,8,igd,-0.4277557
R2,DTLZ2,7,0.6,9,igd,-0.3826693
R2,DTLZ2,7,0.6,10,igd,-0.6854342
R2,DTLZ2,7,0.6,11,igd,-0.4049441
R2,DTLZ2,7,0.6,12,igd,-0.4560544
R2,DTLZ2,7,0.6,13,igd,-0.4185646
R2,DTLZ2,7,0.6,14,igd,-0.4607372
R2,DTLZ2,7,0.6,15,igd,-0.4381227
R2,DTLZ2,7,0.6,16,igd,-0.430923
R2,DTLZ2,7,0.6,17,igd,-0.4619421
R2,DTLZ2,7,0.6,18,igd,-0.4329148
R2,DTLZ2,7,0.6,19,igd,-0.5442116
R2,WFG4,6,0.6,0,igd,-2.903451
R2,WFG4,6,0.6,1,igd,-2.877196
R2,WFG4,6,0.6,2,igd,-2.851433
R2,WFG4,6,0.6,3,igd,-2.885205
R2,WFG4,6,0.6,4,igd,-2.876846
R2,WFG4,6,0.6,5,igd,-2.913661
R2,WFG4,6,0.6,6,igd,-2.884538
R2,WFG4,6,0.6,7,igd,-2.89378
R2,WFG4,6,0.6,8,igd,-2.911642
R2,WFG4,6,0.6,9,igd,-2.90557
R2,WFG4,6,0.6,10,igd,-2.870218
R2,WFG4,6,0.6,11,igd,-2.887447
R2,WFG4,6,0.6,12,igd,-2.897647
R2,WFG4,6,0.6,13,igd,-2.891745
R2,WFG4,6,0.6,14,igd,-2.898554
R2,WFG4,6,0.6,15,igd,-2.90524
R2,WFG4,6,0.6,16,igd,-2.876243
R2,WFG4,6,0.6,17,igd,-2.881509
R2,WFG4,6,0.6,18,igd,-2.908501
R2,WFG4,6,0.6,19,igd,-2.866641
R2,WFG2,6,0.6,0,spd,119.9801
R2,WFG2,6,0.6,1,spd,119.9762
R2,WFG2,6,0.6,2,spd,119.9504
R2,WFG2,6,0.6,3,spd,119.8814
R2,WFG2,6,0.6,4,spd,119.9424
R2,WFG2,6,0.6,5,spd,119.9277
R2,WFG2,6,0.6,6,spd,119.9688
R2,WFG2,6,0.6,7,spd,119.8125
R2,WFG2,6,0.6,8,spd,119.7448
R2,WFG2,6,0.6,9,spd,119.9729
R2,WFG2,6,0.6,10,spd,119.9882
R2,WFG2,6,0.6,11,spd,119.9164
R2,WFG2,6,0.6,12,spd,119.9265
R2,WFG2,6,0.6,13,spd,119.9678
R2,WFG2,6,0.6,14,spd,119.9412
R2,WFG2,6,0.6,15,spd,119.9674
R2,WFG2,6,0.6,16,spd,119.9296
R2,WFG2,6,0.6,17,spd,119.937
R2,WFG2,6,0.6,18,spd,119.9648
R2,WFG2,6,0.6,19,spd,119.9775
R2,DTLZ1,3,0.6,0,eps+,-0.0267811
R2,DTLZ1,3,0.6,1,eps+,-0.0305908
R2,DTLZ1,3,0.6,2,eps+,-0.0306933
R2,DTLZ1,3,0.6,3,eps+,-0.0260027
R2,DTLZ1,3,0.6,4,eps+,-0.026821
R2,DTLZ1,3,0.6,5,eps+,-0.0231149
R2,DTLZ1,3,0.6,6,eps+,-0.0233662
R2,DTLZ1,3,0.6,7,eps+,-0.0305956
R2,DTLZ1,3,0.6,8,eps+,-0.02484
R2,DTLZ1,3,0.6,9,eps+,-0.0273813
R2,DTLZ1,3,0.6,10,eps+,-0.0242467
R2,DTLZ1,3,0.6,11,eps+,-0.0284838
R2,DTLZ1,3,0.6,12,eps+,-0.0220733
R2,DTLZ1,3,0.6,13,eps+,-0.0221739
R2,DTLZ1,3,0.6,14,eps+,-0.0282002
R2,DTLZ1,3,0.6,15,eps+,-0.0250229
R2,DTLZ1,3,0.6,16,eps+,-0.0266077
R2,DTLZ1,3,0.6,17,eps+,-0.0262507
R2,DTLZ1,3,0.6,18,eps+,-0.0301341
R2,DTLZ1,3,0.6,19,eps+,-0.0254663
R2,DTLZ4,2,0.6,0,spd,8.824617
R2,DTLZ4,2,0.6,1,spd,8.824597
R2,DTLZ4,2,0.6,2,spd,8.824668
R2,DTLZ4,2,0.6,3,spd,1.0
R2,DTLZ4,2,0.6,4,spd,8.824664
R2,DTLZ4,2,0.6,5,spd,8.824722
R2,DTLZ4,2,0.6,6,spd,8.824543
R2,DTLZ4,2,0.6,7,spd,8.824958
R2,DTLZ4,2,0.6,8,spd,8.831174
R2,DTLZ4,2,0.6,9,spd,0.0
R2,DTLZ4,2,0.6,10,spd,8.824469
R2,DTLZ4,2,0.6,11,spd,8.824838
R2,DTLZ4,2,0.6,12,spd,1.0
R2,DTLZ4,2,0.6,13,spd,8.824889
R2,DTLZ4,2,0.6,14,spd,8.824775
R2,DTLZ4,2,0.6,15,spd,8.877219
R2,DTLZ4,2,0.6,16,spd,8.825881
R2,DTLZ4,2,0.6,17,spd,8.824589
R2,DTLZ4,2,0.6,18,spd,8.824617
R2,DTLZ4,2,0.6,19,spd,8.825988
R2,DTLZ7,6,0.6,0,eps+,-3.644941
R2,DTLZ7,6,0.6,1,eps+,-3.68595
R2,DTLZ7,6,0.6,2,eps+,-4.047374
R2,DTLZ7,6,0.6,3,eps+,-3.645218
R2,DTLZ7,6,0.6,4,eps+,-3.762573
R2,DTLZ7,6,0.6,5,eps+,-3.72226
R2,DTLZ7,6,0.6,6,eps+,-3.872548
R2,DTLZ7,6,0.6,7,eps+,-3.710689
R2,DTLZ7,6,0.6,8,eps+,-3.655046
R2,DTLZ7,6,0.6,9,eps+,-4.903658
R2,DTLZ7,6,0.6,10,eps+,-4.299587
R2,DTLZ7,6,0.6,11,eps+,-4.026937
R2,DTLZ7,6,0.6,12,eps+,-4.129063
R2,DTLZ7,6,0.6,13,eps+,-4.698384
R2,DTLZ7,6,0.6,14,eps+,-4.356786
R2,DTLZ7,6,0.6,15,eps+,-4.088974
R2,DTLZ7,6,0.6,16,eps+,-3.629011
R2,DTLZ7,6,0.6,17,eps+,-3.701416
R2,DTLZ7,6,0.6,18,eps+,-4.552472
R2,DTLZ7,6,0.6,19,eps+,-4.827471
R2,DTLZ2,2,0.6,0,igd+,-0.001620463
R2,DTLZ2,2,0.6,1,igd+,-0.001597634
R2,DTLZ2,2,0.6,2,igd+,-0.00163275
R2,DTLZ2,2,0.6,3,igd+,-0.001543723
R2,DTLZ2,2,0.6,4,igd+,-0.001528158
R2,DTLZ2,2,0.6,5,igd+,-0.00163487
R2,DTLZ2,2,0.6,6,igd+,-0.001514177
R2,DTLZ2,2,0.6,7,igd+,-0.001555426
R2,DTLZ2,2,0.6,8,igd+,-0.001567201
R2,DTLZ2,2,0.6,9,igd+,-0.001615565
R2,DTLZ2,2,0.6,10,igd+,-0.00156781
R2,DTLZ2,2,0.6,11,igd+,-0.001583521
R2,DTLZ2,2,0.6,12,igd+,-0.001586189
R2,DTLZ2,2,0.6,13,igd+,-0.001502654
R2,DTLZ2,2,0.6,14,igd+,-0.001598808
R2,DTLZ2,2,0.6,15,igd+,-0.001583937
R2,DTLZ2,2,0.6,16,igd+,-0.0015856
R2,DTLZ2,2,0.6,17,igd+,-0.001613146
R2,DTLZ2,2,0.6,18,igd+,-0.001607569
R2,DTLZ2,2,0.6,19,igd+,-0.001555906
R2,WFG5,3,0.6,0,hv,73.63902
R2,WFG5,3,0.6,1,hv,73.60597
R2,WFG5,3,0.6,2,hv,73.05505
R2,WFG5,3,0.6,3,hv,72.5721
R2,WFG5,3,0.6,4,hv,73.50404
R2,WFG5,3,0.6,5,hv,72.99345
R2,WFG5,3,0.6,6,hv,73.14886
R2,WFG5,3,0.6,7,hv,73.10305
R2,WFG5,3,0.6,8,hv,72.49189
R2,WFG5,3,0.6,9,hv,73.64142
R2,WFG5,3,0.6,10,hv,73.12185
R2,WFG5,3,0.6,11,hv,73.14066
R2,WFG5,3,0.6,12,hv,73.13968
R2,WFG5,3,0.6,13,hv,73.15973
R2,WFG5,3,0.6,14,hv,73.64702
R2,WFG5,3,0.6,15,hv,73.62512
R2,WFG5,3,0.6,16,hv,73.66376
R2,WFG5,3,0.6,17,hv,72.61608
R2,WFG5,3,0.6,18,hv,72.56856
R2,WFG5,3,0.6,19,hv,73.134
R2,DTLZ2,3,0.6,0,eps+,-0.0552908
R2,DTLZ2,3,0.6,1,eps+,-0.0564187
R2,DTLZ2,3,0.6,2,eps+,-0.0550616
R2,DTLZ2,3,0.6,3,eps+,-0.0549935
R2,DTLZ2,3,0.6,4,eps+,-0.052461
R2,DTLZ2,3,0.6,5,eps+,-0.0563677
R2,DTLZ2,3,0.6,6,eps+,-0.0601777
R2,DTLZ2,3,0.6,7,eps+,-0.0548965
R2,DTLZ2,3,0.6,8,eps+,-0.0632077
R2,DTLZ2,3,0.6,9,eps+,-0.0563195
R2,DTLZ2,3,0.6,10,eps+,-0.0510851
R2,DTLZ2,3,0.6,11,eps+,-0.0684093
R2,DTLZ2,3,0.6,12,eps+,-0.0553372
R2,DTLZ2,3,0.6,13,eps+,-0.0685229
R2,DTLZ2,3,0.6,14,eps+,-0.0572934
R2,DTLZ2,3,0.6,15,eps+,-0.0649663
R2,DTLZ2,3,0.6,16,eps+,-0.0617635
R2,DTLZ2,3,0.6,17,eps+,-0.0612898
R2,DTLZ2,3,0.6,18,eps+,-0.0554423
R2,DTLZ2,3,0.6,19,eps+,-0.0564906
R2,WFG2,4,0.6,0,igd+,-0.1130876
R2,WFG2,4,0.6,1,igd+,-0.5287642
R2,WFG2,4,0.6,2,igd+,-0.1086717
R2,WFG2,4,0.6,3,igd+,-0.1238506
R2,WFG2,4,0.6,4,igd+,-0.5286112
R2,WFG2,4,0.6,5,igd+,-0.5384899
R2,WFG2,4,0.6,6,igd+,-0.1047015
R2,WFG2,4,0.6,7,igd+,-0.1055179
R2,WFG2,4,0.6,8,igd+,-0.1131974
R2,WFG2,4,0.6,9,igd+,-0.1079198
R2,WFG2,4,0.6,10,igd+,-0.519774
R2,WFG2,4,0.6,11,igd+,-0.1017608
R2,WFG2,4,0.6,12,igd+,-0.5143583
R2,WFG2,4,0.6,13,igd+,-0.5133522
R2,WFG2,4,0.6,14,igd+,-0.103846
R2,WFG2,4,0.6,15,igd+,-0.1332217
R2,WFG2,4,0.6,16,igd+,-0.12784
R2,WFG2,4,0.6,17,igd+,-0.1269959
R2,WFG2,4,0.6,18,igd+,-0.1002575
R2,WFG2,4,0.6,19,igd+,-0.1106695
R2,WFG9,5,0.6,0,r2,863.5519
R2,WFG9,5,0.6,1,r2,943.1052
R2,WFG9,5,0.6,2,r2,952.2773
R2,WFG9,5,0.6,3,r2,1004.706
R2,WFG9,5,0.6,4,r2,953.0369
R2,WFG9,5,0.6,5,r2,979.1228
R2,WFG9,5,0.6,6,r2,925.5739
